date_time,pv_energy,income_value,full_power_hours,filled
2023-10-25,550.70,357.95,4.41,False
2023-10-26,604.60,392.99,4.84,False
2023-10-27,450.50,292.82,3.60,False
2023-10-28,392.30,255.00,3.14,False
2023-10-29,641.70,417.11,5.13,False
2023-10-30,706.60,459.29,5.65,False
2023-10-31,575.40,374.01,4.60,False
2023-11-01,699.30,454.55,5.59,False
2023-11-02,532.30,346.00,4.26,False
2023-11-03,446.60,290.29,3.57,False
2023-11-04,478.40,310.96,3.83,False
2023-11-05,404.70,263.06,3.24,False
2023-11-06,644.70,419.06,5.16,False
2023-11-07,677.90,440.63,5.42,False
2023-11-08,698.90,454.29,5.59,False
2023-11-09,737.90,479.63,5.90,False
2023-11-10,654.70,425.56,5.24,False
2023-11-11,718.40,466.96,5.75,False
2023-11-12,638.20,414.83,5.11,False
2023-11-13,504.30,327.80,4.03,False
2023-11-14,636.40,413.66,5.09,False
2023-11-15,642.40,417.56,5.14,False
2023-11-16,650.40,422.76,5.20,False
2023-11-17,604.50,392.93,4.84,False
2023-11-18,704.00,457.60,5.63,False
2023-11-19,527.40,342.81,4.22,False
2023-11-20,275.90,179.34,2.21,False
2023-11-21,457.60,297.44,3.66,False
2023-11-22,350.50,227.82,2.80,False
2023-11-23,576.60,374.79,4.61,False
2023-11-24,581.80,378.17,4.65,False
2023-11-25,662.00,430.30,5.30,False
2023-11-26,679.90,441.94,5.44,False
2023-11-27,387.70,252.00,3.10,False
2023-11-28,572.50,372.12,4.58,False
2023-11-29,473.50,307.77,3.79,False
2023-11-30,543.40,353.21,4.35,False
2023-12-01,366.60,238.29,2.93,False
2023-12-02,557.90,362.63,4.46,False
2023-12-03,430.30,279.69,3.44,False
2023-12-04,379.60,246.74,3.04,False
2023-12-05,323.40,210.21,2.59,False
2023-12-06,704.30,457.80,5.63,False
2023-12-07,716.60,465.79,5.73,False
2023-12-08,615.50,400.07,4.92,False
2023-12-09,582.30,378.50,4.66,False
2023-12-10,668.70,434.65,5.35,False
2023-12-11,420.90,273.58,3.37,False
2023-12-12,369.60,240.24,2.96,False
2023-12-13,642.20,417.43,5.14,False
2023-12-14,702.90,456.88,5.62,False
2023-12-15,744.40,483.86,5.96,False
2023-12-16,713.90,464.04,5.71,False
2023-12-17,512.70,333.25,4.10,False
