date_time,ldtea_5,ldtea_6,ldtea_7,ldtea_8,uac_1,uac_2,ldtea_total,ldtea_avg,uac_total,uac_avg
2023-06-01 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 06:00:00-03:00,0.26,0.27,0.16,0.08,0.18,0.13,0.77,0.19,0.31,0.16
2023-06-01 07:00:00-03:00,6.39,6.35,3.18,0.76,6.09,5.83,16.68,4.17,11.92,5.96
2023-06-01 08:00:00-03:00,12.91,12.77,8.53,5.0,14.78,14.75,39.21,9.8,29.53,14.76
2023-06-01 09:00:00-03:00,16.79,16.6,13.77,10.67,21.35,21.71,57.83,14.46,43.06,21.53
2023-06-01 10:00:00-03:00,9.94,9.86,9.23,7.93,13.15,13.41,36.96,9.24,26.56,13.28
2023-06-01 11:00:00-03:00,10.27,10.14,9.99,9.17,14.34,15.03,39.57,9.89,29.37,14.68
2023-06-01 12:00:00-03:00,11.07,11.07,11.6,11.07,16.4,17.12,44.81,11.2,33.52,16.76
2023-06-01 13:00:00-03:00,14.27,13.92,15.7,16.13,22.95,24.18,60.02,15.0,47.13,23.56
2023-06-01 14:00:00-03:00,10.84,10.62,12.92,13.78,18.38,19.27,48.16,12.04,37.65,18.82
2023-06-01 15:00:00-03:00,5.36,5.33,7.15,7.81,10.8,11.33,25.65,6.41,22.13,11.07
2023-06-01 16:00:00-03:00,2.52,2.47,3.73,4.3,8.37,8.85,13.02,3.26,17.22,8.61
2023-06-01 17:00:00-03:00,0.39,0.39,0.73,0.91,0.77,0.93,2.42,0.6,1.7,0.85
2023-06-01 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 06:00:00-03:00,0.74,0.72,0.36,0.08,0.34,0.25,1.9,0.48,0.59,0.3
2023-06-02 07:00:00-03:00,7.25,7.2,3.46,0.63,6.77,6.44,18.54,4.64,13.21,6.6
2023-06-02 08:00:00-03:00,13.56,13.47,8.96,5.16,15.45,15.37,41.15,10.29,30.82,15.41
2023-06-02 09:00:00-03:00,17.75,17.65,14.54,11.13,22.4,22.67,61.07,15.27,45.07,22.54
2023-06-02 10:00:00-03:00,19.76,19.65,17.96,15.27,26.88,27.5,72.64,18.16,54.38,27.19
2023-06-02 11:00:00-03:00,20.64,20.5,20.22,18.41,29.49,30.48,79.77,19.94,59.97,29.98
2023-06-02 12:00:00-03:00,18.87,19.23,20.4,18.93,31.26,32.92,77.43,19.36,64.18,32.09
2023-06-02 13:00:00-03:00,11.33,11.2,12.62,12.7,23.45,24.04,47.85,11.96,47.49,23.74
2023-06-02 14:00:00-03:00,7.34,7.05,8.6,9.41,11.7,11.87,32.4,8.1,23.57,11.78
2023-06-02 15:00:00-03:00,5.5,5.34,8.56,10.18,13.65,14.49,29.58,7.4,28.14,14.07
2023-06-02 16:00:00-03:00,1.8,1.74,5.18,7.24,9.28,9.88,15.96,3.99,19.16,9.58
2023-06-02 17:00:00-03:00,0.29,0.28,0.92,1.29,1.1,1.38,2.78,0.7,2.48,1.24
2023-06-02 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-02 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 06:00:00-03:00,0.67,0.66,0.34,0.09,0.32,0.23,1.76,0.44,0.55,0.28
2023-06-03 07:00:00-03:00,7.11,7.06,3.42,0.63,6.64,6.28,18.22,4.56,12.92,6.46
2023-06-03 08:00:00-03:00,13.57,13.5,8.91,5.16,15.43,15.37,41.14,10.28,30.8,15.4
2023-06-03 09:00:00-03:00,17.95,17.9,14.72,11.23,22.62,22.92,61.8,15.45,45.54,22.77
2023-06-03 10:00:00-03:00,20.34,20.3,18.55,15.71,27.6,28.26,74.9,18.73,55.86,27.93
2023-06-03 11:00:00-03:00,20.73,20.71,20.41,18.42,30.02,30.88,80.27,20.07,60.9,30.45
2023-06-03 12:00:00-03:00,19.21,19.15,20.25,19.29,29.9,30.97,77.9,19.48,60.87,30.44
2023-06-03 13:00:00-03:00,16.77,16.75,19.08,19.02,28.94,30.24,71.62,17.9,59.18,29.59
2023-06-03 14:00:00-03:00,12.27,12.19,15.7,16.8,24.14,25.16,56.96,14.24,49.3,24.65
2023-06-03 15:00:00-03:00,6.38,6.22,10.62,12.81,17.74,18.63,36.03,9.01,36.37,18.18
2023-06-03 16:00:00-03:00,1.45,1.38,4.88,6.95,8.97,9.53,14.66,3.66,18.5,9.25
2023-06-03 17:00:00-03:00,0.27,0.28,0.83,1.17,1.01,1.25,2.55,0.64,2.26,1.13
2023-06-03 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 06:00:00-03:00,0.7,0.68,0.35,0.08,0.31,0.23,1.81,0.45,0.54,0.27
2023-06-04 07:00:00-03:00,7.24,7.2,3.46,0.62,6.76,6.38,18.52,4.63,13.14,6.57
2023-06-04 08:00:00-03:00,13.67,13.62,8.98,5.19,15.57,15.52,41.46,10.36,31.09,15.54
2023-06-04 09:00:00-03:00,18.04,18.0,14.82,11.29,22.76,23.08,62.15,15.54,45.84,22.92
2023-06-04 10:00:00-03:00,20.25,20.17,18.38,15.6,27.46,28.07,74.4,18.6,55.53,27.76
2023-06-04 11:00:00-03:00,20.49,20.47,20.2,18.23,29.71,30.6,79.39,19.85,60.31,30.16
2023-06-04 12:00:00-03:00,18.86,18.73,19.78,18.95,29.45,30.52,76.32,19.08,59.97,29.98
2023-06-04 13:00:00-03:00,15.79,15.63,17.97,18.27,26.92,28.21,67.66,16.92,55.13,27.56
2023-06-04 14:00:00-03:00,8.62,8.43,11.09,12.13,18.86,20.4,40.27,10.07,39.26,19.63
2023-06-04 15:00:00-03:00,6.12,5.93,10.38,12.73,17.48,18.45,35.16,8.79,35.93,17.96
2023-06-04 16:00:00-03:00,1.42,1.37,5.07,7.29,9.34,9.96,15.15,3.79,19.3,9.65
2023-06-04 17:00:00-03:00,0.27,0.26,0.97,1.41,1.14,1.45,2.91,0.73,2.59,1.3
2023-06-04 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 06:00:00-03:00,0.66,0.65,0.34,0.07,0.23,0.22,1.72,0.43,0.45,0.22
2023-06-05 07:00:00-03:00,7.13,7.08,3.4,0.61,6.67,6.29,18.22,4.56,12.96,6.48
2023-06-05 08:00:00-03:00,13.38,13.31,8.82,5.02,15.32,15.26,40.53,10.13,30.58,15.29
2023-06-05 09:00:00-03:00,17.62,17.51,14.4,11.01,22.3,22.56,60.54,15.14,44.86,22.43
2023-06-05 10:00:00-03:00,19.62,19.49,17.81,15.19,26.69,27.38,72.11,18.03,54.07,27.04
2023-06-05 11:00:00-03:00,19.63,19.54,19.41,17.64,28.6,29.68,76.22,19.06,58.28,29.14
2023-06-05 12:00:00-03:00,17.43,17.34,18.37,17.53,27.56,28.64,70.67,17.67,56.2,28.1
2023-06-05 13:00:00-03:00,13.45,13.43,15.01,14.78,22.05,22.88,56.67,14.17,44.93,22.46
2023-06-05 14:00:00-03:00,8.17,7.95,10.0,10.9,14.62,15.46,37.02,9.26,30.08,15.04
2023-06-05 15:00:00-03:00,6.02,5.89,8.85,10.23,13.72,15.04,30.99,7.75,28.76,14.38
2023-06-05 16:00:00-03:00,2.87,2.82,5.96,7.74,9.8,10.41,19.39,4.85,20.21,10.1
2023-06-05 17:00:00-03:00,0.48,0.47,0.99,1.28,1.16,1.36,3.22,0.8,2.52,1.26
2023-06-05 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 06:00:00-03:00,0.6,0.59,0.3,0.09,0.2,0.21,1.58,0.4,0.41,0.2
2023-06-06 07:00:00-03:00,6.84,6.8,3.3,0.64,6.39,6.05,17.58,4.4,12.44,6.22
2023-06-06 08:00:00-03:00,13.18,13.12,8.67,4.92,15.1,15.0,39.89,9.97,30.1,15.05
2023-06-06 09:00:00-03:00,17.62,17.55,14.43,10.98,22.28,22.54,60.58,15.14,44.82,22.41
2023-06-06 10:00:00-03:00,19.86,19.84,18.13,15.34,27.1,27.72,73.17,18.29,54.82,27.41
2023-06-06 11:00:00-03:00,20.16,20.13,19.89,17.96,29.32,30.19,78.14,19.54,59.51,29.76
2023-06-06 12:00:00-03:00,18.75,18.75,19.95,18.97,29.34,30.55,76.42,19.1,59.89,29.94
2023-06-06 13:00:00-03:00,14.1,14.0,15.97,16.02,23.4,24.71,60.09,15.02,48.11,24.06
2023-06-06 14:00:00-03:00,10.62,10.53,13.12,13.87,18.23,19.19,48.14,12.03,37.42,18.71
2023-06-06 15:00:00-03:00,5.0,5.0,6.72,7.25,10.54,11.08,23.97,5.99,21.62,10.81
2023-06-06 16:00:00-03:00,2.49,2.44,4.45,5.51,6.74,7.13,14.89,3.72,13.87,6.94
2023-06-06 17:00:00-03:00,0.31,0.3,0.55,0.67,0.64,0.81,1.83,0.46,1.45,0.73
2023-06-06 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 06:00:00-03:00,0.63,0.63,0.31,0.09,0.27,0.21,1.66,0.42,0.48,0.24
2023-06-07 07:00:00-03:00,6.95,6.92,3.32,0.59,6.53,6.15,17.78,4.44,12.68,6.34
2023-06-07 08:00:00-03:00,13.37,13.3,8.73,4.93,15.27,15.19,40.33,10.08,30.46,15.23
2023-06-07 09:00:00-03:00,17.67,17.62,14.47,11.0,22.36,22.62,60.76,15.19,44.98,22.49
2023-06-07 10:00:00-03:00,19.86,19.82,18.08,15.28,26.99,27.56,73.04,18.26,54.55,27.28
2023-06-07 11:00:00-03:00,20.09,20.05,19.74,17.84,29.22,30.08,77.72,19.43,59.3,29.65
2023-06-07 12:00:00-03:00,18.86,18.82,19.95,19.03,29.38,30.48,76.66,19.16,59.86,29.93
2023-06-07 13:00:00-03:00,16.26,16.22,18.7,18.79,27.8,29.07,69.97,17.49,56.87,28.44
2023-06-07 14:00:00-03:00,10.8,10.71,13.49,14.26,21.19,22.09,49.26,12.32,43.28,21.64
2023-06-07 15:00:00-03:00,7.81,7.73,10.71,11.92,15.86,16.65,38.17,9.54,32.51,16.26
2023-06-07 16:00:00-03:00,2.13,2.09,3.24,3.84,4.7,5.03,11.3,2.82,9.73,4.86
2023-06-07 17:00:00-03:00,0.4,0.39,0.45,0.47,0.5,0.54,1.71,0.43,1.04,0.52
2023-06-07 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-07 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 06:00:00-03:00,0.57,0.56,0.3,0.1,0.25,0.2,1.53,0.38,0.45,0.22
2023-06-08 07:00:00-03:00,6.61,6.6,3.27,0.72,6.27,5.95,17.2,4.3,12.22,6.11
2023-06-08 08:00:00-03:00,13.28,13.27,8.81,5.01,15.16,15.08,40.37,10.09,30.24,15.12
2023-06-08 09:00:00-03:00,17.22,17.2,14.17,10.81,21.92,22.22,59.4,14.85,44.14,22.07
2023-06-08 10:00:00-03:00,19.79,19.79,18.1,15.32,26.98,27.63,73.0,18.25,54.61,27.3
2023-06-08 11:00:00-03:00,19.13,19.12,18.86,17.0,27.82,28.68,74.11,18.53,56.5,28.25
2023-06-08 12:00:00-03:00,19.51,19.48,20.56,19.53,30.23,31.29,79.08,19.77,61.52,30.76
2023-06-08 13:00:00-03:00,14.3,14.36,16.17,16.01,22.5,23.75,60.84,15.21,46.25,23.12
2023-06-08 14:00:00-03:00,9.84,9.78,12.29,12.99,18.34,19.03,44.9,11.22,37.37,18.69
2023-06-08 15:00:00-03:00,5.46,5.35,8.49,9.96,19.24,20.02,29.26,7.32,39.26,19.63
2023-06-08 16:00:00-03:00,1.56,1.53,3.22,4.18,5.09,5.4,10.49,2.62,10.49,5.24
2023-06-08 17:00:00-03:00,0.43,0.41,0.54,0.62,0.62,0.68,2.0,0.5,1.3,0.65
2023-06-08 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-08 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 06:00:00-03:00,0.39,0.39,0.21,0.07,0.18,0.15,1.06,0.26,0.33,0.16
2023-06-09 07:00:00-03:00,6.59,6.57,3.32,0.82,6.26,5.94,17.3,4.32,12.2,6.1
2023-06-09 08:00:00-03:00,12.98,12.94,8.49,4.78,14.82,14.77,39.19,9.8,29.59,14.8
2023-06-09 09:00:00-03:00,17.85,17.82,14.98,11.68,22.4,22.76,62.33,15.58,45.16,22.58
2023-06-09 10:00:00-03:00,15.46,15.48,14.25,12.18,21.18,21.76,57.37,14.34,42.94,21.47
2023-06-09 11:00:00-03:00,17.6,17.59,17.35,15.68,25.66,26.45,68.22,17.06,52.11,26.06
2023-06-09 12:00:00-03:00,18.79,18.83,19.91,18.84,29.58,30.71,76.37,19.09,60.29,30.14
2023-06-09 13:00:00-03:00,13.38,13.42,15.02,14.85,22.08,23.06,56.67,14.17,45.14,22.57
2023-06-09 14:00:00-03:00,8.94,8.82,10.41,10.82,14.61,15.33,38.99,9.75,29.94,14.97
2023-06-09 15:00:00-03:00,3.0,3.01,3.62,3.73,5.68,5.8,13.36,3.34,11.48,5.74
2023-06-09 16:00:00-03:00,1.96,1.93,2.87,3.32,3.93,4.19,10.08,2.52,8.12,4.06
2023-06-09 17:00:00-03:00,0.32,0.32,0.32,0.33,0.36,0.39,1.29,0.32,0.75,0.38
2023-06-09 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 04:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 05:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 06:00:00-03:00,0.41,0.41,0.22,0.07,0.19,0.15,1.11,0.28,0.34,0.17
2023-06-10 07:00:00-03:00,6.5,6.47,3.12,0.57,6.11,5.72,16.66,4.16,11.83,5.92
2023-06-10 08:00:00-03:00,12.81,12.74,8.27,4.63,14.64,14.57,38.45,9.61,29.21,14.6
2023-06-10 09:00:00-03:00,17.11,17.05,13.98,10.62,21.72,22.03,58.76,14.69,43.75,21.88
2023-06-10 10:00:00-03:00,19.33,19.4,17.66,14.92,26.49,27.12,71.31,17.83,53.61,26.8
2023-06-10 11:00:00-03:00,19.99,19.97,19.72,17.68,29.42,30.26,77.36,19.34,59.68,29.84
2023-06-10 12:00:00-03:00,15.13,15.09,15.75,14.91,23.06,24.06,60.88,15.22,47.12,23.56
2023-06-10 13:00:00-03:00,10.92,10.93,12.39,12.35,18.5,19.16,46.59,11.65,37.66,18.83
2023-06-10 14:00:00-03:00,9.7,9.62,11.78,12.36,17.45,18.27,43.46,10.86,35.72,17.86
2023-06-10 15:00:00-03:00,3.06,3.04,3.33,3.29,4.22,4.42,12.72,3.18,8.64,4.32
2023-06-10 16:00:00-03:00,1.08,1.05,1.47,1.68,1.87,1.96,5.28,1.32,3.83,1.92
2023-06-10 17:00:00-03:00,0.17,0.17,0.2,0.23,0.19,0.22,0.77,0.19,0.41,0.2
2023-06-10 18:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 19:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 20:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 21:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 22:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10 23:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 01:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 02:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 03:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
