date_time,pv_energy,pv_energy_est,gti,ghi,clearsky_gti,clearsky_ghi,gti_net,csi_mean,csi_std,csi_min,csi_max,csi_median,gti_varh_mean,gti_varh_std,gti_varh_min,gti_varh_max,gti_varh_median,temp_loss_pct_mean,temp_loss_pct_std,temp_loss_pct_min,temp_loss_pct_max,temp_loss_pct_median,gti_def_pct_mean,gti_def_pct_std,gti_def_pct_min,gti_def_pct_max,gti_def_pct_median,cloud_impact_mean,cloud_impact_std,cloud_impact_min,cloud_impact_max,cloud_impact_median,air_temp_mean,air_temp_std,air_temp_min,air_temp_max,air_temp_median,cell_temp_mean,cell_temp_std,cell_temp_min,cell_temp_max,cell_temp_median,wind_speed_10m_mean,wind_speed_10m_std,wind_speed_10m_min,wind_speed_10m_max,wind_speed_10m_median,cloud_opacity_mean,cloud_opacity_std,cloud_opacity_min,cloud_opacity_max,cloud_opacity_median,solar_hours,cloud_events,pr_solar,day_category
2023-07-25,458.7617,441.1149,5.0294,4.5144,6.8833,5.725,4.6093,0.6332,0.2511,0.2153,1.0,0.6711,55.504,35.0506,2.892,153.8526,48.1094,5.3113,4.393,0.0,12.5125,4.2,36.6829,25.1118,0.0,78.4722,32.8926,15.3305,14.955,0.0,50.9036,8.4534,23.3664,3.0108,17.0,26.0,25.0,37.7636,11.6932,17.4375,56.2812,35.5,3.4321,0.7388,2.4,4.6,3.4,28.5779,19.8588,0.0,66.5,26.0,10.9167,1,0.7307,1
2023-07-26,611.3167,626.6434,7.0405,5.8543,7.0741,5.8789,6.3513,0.9961,0.0102,0.9483,1.0,1.0,52.3861,24.2745,4.048,87.2337,54.6992,7.8158,4.3667,0.0,13.2,9.0125,0.3855,1.0194,0.0,5.1724,0.0,0.0102,0.0333,0.0,0.2276,0.0,24.3609,3.5448,16.0,28.0,26.0,44.2119,11.5743,16.4688,58.0,47.5312,2.5752,0.6056,1.8,3.8,2.5,0.3338,0.8785,0.0,4.4,0.0,11.0833,0,0.9953,0
2023-07-27,583.6808,613.6549,6.8948,5.7863,7.0255,5.8588,6.226,0.9579,0.1125,0.3624,1.0,1.0,53.6356,27.5447,3.1431,121.5163,55.0057,7.677,4.3274,0.0,13.1125,8.5812,4.2074,11.2527,0.0,63.7584,0.0,0.8855,3.4309,0.0,25.8221,0.0,24.2652,3.435,16.0,28.0,26.0,43.8527,11.4971,16.4375,57.7812,46.4531,3.122,0.6036,2.0,4.1,2.95,2.7477,6.9631,0.0,40.5,0.0,11.0,1,0.9814,0
2023-07-28,533.4483,548.3796,6.1427,5.2779,6.909,5.7825,5.5936,0.858,0.152,0.4402,1.0,0.8973,56.8636,21.7702,10.6244,95.1701,58.4287,6.9992,3.9822,0.0,12.8625,7.3938,14.1995,15.1982,0.0,55.9783,10.2683,2.8959,3.8815,0.0,19.0886,0.8231,24.8106,3.3501,18.0,28.0,26.0,42.2616,10.4204,18.5938,57.1562,43.4844,2.6568,0.5789,1.9,3.6,2.6,10.0265,10.1686,0.0,34.1,8.0,11.0,1,0.8891,3
2023-07-29,463.9225,513.4179,5.7392,5.0219,6.7823,5.7109,5.2389,0.7976,0.1864,0.3051,1.0,0.8462,61.2821,25.1837,20.4234,139.4433,58.588,6.7795,3.8408,0.0,11.525,8.0688,20.2402,18.6414,0.0,69.4915,15.3793,5.1899,7.4897,0.0,36.9695,1.9839,25.2652,3.4528,16.0,28.0,27.0,41.5698,10.3617,16.5,53.8125,45.1719,2.4417,0.6101,1.6,3.4,2.3,14.5348,12.5993,0.0,53.2,13.0,11.0,6,0.8462,3
2023-07-30,562.9133,565.6962,6.3819,5.4904,6.8863,5.7965,5.7632,0.867,0.1838,0.3256,1.0,0.9614,55.3446,26.1118,15.0454,131.2108,52.2709,7.4442,4.3909,0.0,13.3625,8.275,13.2987,18.3807,0.0,67.4419,3.856,3.3675,6.6392,0.0,35.8791,0.108,25.0153,3.5082,17.0,28.0,27.0,43.2841,11.5952,17.5625,58.4062,45.6875,2.8939,0.7675,1.9,4.3,2.5,9.058,12.144,0.0,53.2,3.0,10.9167,0,0.9268,3
2023-07-31,577.5383,588.1785,6.6062,5.6114,7.0304,5.9067,5.9841,0.946,0.1077,0.5521,1.0,1.0,61.6238,31.7535,3.1431,156.0894,61.7504,7.4221,4.2618,0.0,13.45,8.2,5.401,10.7748,0.0,44.7937,0.0,1.1574,3.0724,0.0,15.3642,0.0,24.6391,3.6646,16.0,28.0,26.0,43.2657,11.2207,16.5625,58.625,45.5,3.3594,0.3838,2.8,4.0,3.2,4.409,8.6066,0.0,34.3,0.0,11.0833,2,0.9397,0
2023-08-01,611.165,630.3691,7.1052,5.9798,7.1168,5.9887,6.3895,0.9988,0.0039,0.9776,1.0,1.0,52.4512,24.6081,3.0151,84.9803,58.3918,8.0762,4.4021,0.0,13.4625,9.075,0.1186,0.3941,0.0,2.2432,0.0,0.0015,0.0061,0.0,0.0442,0.0,24.9023,3.3527,17.0,28.0,26.0,44.9359,11.5228,17.5938,58.6562,47.6875,2.9444,0.3034,2.1,3.4,2.9,0.106,0.3509,0.0,2.0,0.0,11.0833,0,0.9984,0
2023-08-02,612.6625,636.0905,7.1579,6.0335,7.1652,6.0391,6.4489,0.9992,0.0027,0.9883,1.0,1.0,52.5837,24.7627,3.0994,85.3745,58.6495,7.8835,4.4125,0.0,13.325,8.8312,0.0778,0.2729,0.0,1.1665,0.0,0.0007,0.0026,0.0,0.0117,0.0,24.3806,3.4939,16.0,28.0,26.0,44.4121,11.6251,16.6562,58.3125,47.0781,3.1306,0.5993,2.0,4.1,3.0,0.0701,0.2459,0.0,1.0,0.0,11.1667,0,0.999,0
2023-08-03,599.5933,642.1195,7.2486,6.1172,7.2537,6.1211,6.5075,0.9994,0.0023,0.9884,1.0,1.0,53.0635,25.0144,3.2983,87.2389,59.0409,8.1705,4.53,0.0,13.7375,9.325,0.0563,0.2339,0.0,1.1641,0.0,0.0005,0.0022,0.0,0.0116,0.0,24.7836,3.9856,15.0,29.0,26.0,45.0688,12.0516,15.7188,59.3438,48.3125,1.4761,0.5415,0.6,2.5,1.6,0.0478,0.201,0.0,1.0,0.0,11.1667,0,0.9993,0
2023-08-04,579.075,629.8549,7.1068,6.0278,7.2242,6.1152,6.3793,0.9816,0.0505,0.6667,1.0,1.0,54.6769,23.7702,9.0938,90.218,61.1609,8.2188,4.4449,0.0,13.8125,9.2188,1.8411,5.0482,0.0,33.3333,0.0,0.165,0.7124,0.0,5.0667,0.0,25.2836,3.8693,15.0,29.0,27.0,45.1719,11.8966,15.5,59.5312,48.0469,1.6455,0.6299,0.8,2.8,1.5,1.3313,2.934,0.0,15.2,0.0,11.1667,0,0.9837,0
2023-08-05,610.3342,631.5001,7.1488,6.0743,7.1591,6.079,6.3926,0.9829,0.087,0.4286,1.0,1.0,52.973,25.3264,2.9375,90.1378,58.5757,8.5249,4.5721,0.0,14.1375,9.675,1.7145,8.7032,0.0,57.1429,0.0,0.4446,2.469,0.0,20.0,0.0,25.8346,4.1527,16.0,30.0,28.0,45.9908,12.0998,16.4062,60.3438,49.1875,2.5301,0.5622,1.8,3.5,2.3,0.9729,4.9924,0.0,35.0,0.0,11.0833,0,0.9986,0
2023-08-06,621.3558,643.0856,7.312,6.2072,7.3139,6.2088,6.5129,0.9998,0.0014,0.9883,1.0,1.0,53.2269,25.1516,3.1176,87.3021,59.3541,8.8303,4.6456,0.0,14.3375,9.8,0.02,0.1403,0.0,1.1696,0.0,0.0002,0.0014,0.0,0.0117,0.0,26.4328,3.7726,18.0,30.0,28.0,46.8955,11.9876,18.8438,60.8438,49.5,3.6313,0.6009,2.5,4.6,3.4,0.0179,0.1262,0.0,1.0,0.0,11.1667,0,0.9997,0
2023-08-07,616.42,639.2541,7.2598,6.1829,7.2617,6.1844,6.4753,0.9998,0.0014,0.9884,1.0,1.0,52.9057,24.9207,3.2983,86.9163,59.6525,8.7264,4.6368,0.0,14.5,9.7188,0.0202,0.1415,0.0,1.1641,0.0,0.0002,0.0014,0.0,0.0116,0.0,26.2836,4.1105,17.0,30.0,28.0,46.6003,12.0371,17.9375,61.25,49.2969,2.4351,1.0708,0.4,4.1,2.3,0.0187,0.1287,0.0,1.0,0.0,11.1667,0,0.9997,0
2023-08-08,620.4925,641.1275,7.3109,6.2397,7.3109,6.2397,6.4922,1.0,0.0,1.0,1.0,1.0,53.2622,25.0912,3.1659,85.6423,59.525,9.0503,4.7434,0.0,14.7625,10.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8881,4.2029,16.0,31.0,29.0,47.3477,12.4446,16.9688,61.9062,50.4688,3.247,0.656,2.1,4.3,3.3,0.0,0.0,0.0,0.0,0.0,11.1667,0,1.0,0
2023-08-09,621.8692,636.6158,7.2089,6.1689,7.2089,6.1689,6.4534,1.0,0.0,1.0,1.0,1.0,52.5555,24.4823,3.3121,84.3576,58.4224,8.3869,4.5434,0.0,14.025,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7259,3.7743,18.0,30.0,27.0,45.7507,11.7978,18.4062,60.0625,48.0,4.4704,1.0998,1.9,6.0,4.6,0.0,0.0,0.0,0.0,0.0,11.25,0,1.0,0
2023-08-10,600.2975,635.7298,7.2046,6.1788,7.2221,6.1904,6.443,0.9931,0.0462,0.5417,1.0,1.0,52.7584,24.5738,3.2879,87.2518,58.1383,8.4846,4.5428,0.0,14.1125,9.5,0.6871,4.62,0.0,45.8333,0.0,0.1098,0.965,0.0,10.5875,0.0,26.0,3.8206,18.0,30.0,28.0,46.0127,11.764,18.4688,60.2812,48.75,3.1578,0.8836,2.1,4.5,3.0,0.3985,2.3469,0.0,23.1,0.0,11.25,0,0.9976,0
2023-08-11,546.0442,598.4491,6.7512,5.8778,7.2955,6.2726,6.0638,0.9097,0.1557,0.2821,1.0,0.9894,85.3202,40.7359,30.2989,194.4304,79.0271,8.2144,4.309,0.0,14.45,9.45,9.027,15.5748,0.0,71.7949,1.0606,2.3265,6.0077,0.0,43.1487,0.0106,26.3433,3.8993,18.0,30.0,28.0,45.2367,11.3957,18.3438,61.125,48.625,2.9716,0.382,2.3,3.8,3.0,6.7649,11.3634,0.0,60.1,1.0,11.1667,12,0.9254,0
2023-08-12,535.1442,597.4476,6.7586,5.9161,7.3262,6.318,6.0556,0.8973,0.1294,0.4348,1.0,0.9465,71.996,22.456,23.525,128.0144,76.6236,8.3796,4.4023,0.0,14.225,9.7625,10.2653,12.9412,0.0,56.5217,5.3525,1.7772,3.3704,0.0,18.7215,0.2462,26.6241,3.8447,17.0,30.0,28.0,45.6802,11.5722,17.625,60.5625,49.4062,3.5925,0.6447,1.9,4.2,3.9,7.394,8.2299,0.0,34.0,4.6,11.0833,6,0.9225,3
2023-08-13,581.3825,622.3042,7.0712,6.1617,7.2158,6.2396,6.3108,0.9304,0.1437,0.4,1.0,1.0,53.7693,27.5764,4.6604,102.9765,52.9069,8.4563,4.6858,0.0,14.2125,9.4938,6.962,14.3711,0.0,60.0,0.0,1.5658,4.1337,0.0,27.48,0.0,26.0821,3.5563,18.0,30.0,28.0,45.871,12.2452,18.375,60.5312,48.7344,3.4709,0.528,2.2,4.0,3.6,4.4276,8.9226,0.0,45.8,0.0,11.1667,0,0.98,0
2023-08-14,564.3625,575.7676,6.4713,5.719,7.154,6.2086,5.8639,0.8769,0.1836,0.1647,1.0,0.998,67.4656,33.3032,9.0198,170.3203,68.3318,7.268,4.1961,0.0,13.3,7.8,12.3061,18.3601,0.0,83.5294,0.2012,3.8021,8.9564,0.0,61.6447,0.0008,24.8433,2.7635,18.0,28.0,26.0,42.9534,10.9095,18.4062,58.25,44.5,4.697,0.6869,2.6,5.2,5.0,9.6567,14.5449,0.0,73.8,0.2,11.1667,1,0.9046,3
2023-08-15,511.8975,557.9688,6.1816,5.5245,7.2132,6.2747,5.6771,0.8312,0.1866,0.2558,1.0,0.8983,81.6112,30.7612,28.6709,151.6037,78.2517,6.3801,3.7968,0.0,11.55,6.8625,16.8762,18.657,0.0,74.4186,10.1741,4.7866,8.0547,0.0,44.7256,0.8834,23.0606,2.712,17.0,26.0,24.0,40.6219,10.1118,17.4688,53.875,42.1562,4.8311,0.4655,3.6,5.4,5.0,13.1515,14.0898,0.0,60.1,8.6,11.0,6,0.857,3
2023-08-16,516.4525,543.052,6.0461,5.4509,7.2561,6.3175,5.549,0.7824,0.1705,0.3154,1.0,0.8175,69.7096,22.8983,23.865,122.6164,67.5571,6.1796,3.9411,0.0,12.4875,7.025,21.7623,17.0461,0.0,68.4615,18.2501,5.7356,7.6946,0.0,37.1062,2.92,23.097,3.0383,17.0,26.0,24.0,40.017,10.6193,17.5312,56.2188,42.5625,4.8694,0.4079,3.9,5.4,4.85,16.9993,12.2415,0.0,54.2,16.0,11.1667,16,0.8332,1
2023-08-17,611.2667,592.4402,6.6327,5.8849,7.3218,6.3808,6.0336,0.8731,0.1474,0.403,1.0,0.9231,58.3172,22.9604,7.2551,100.3529,61.5701,6.9871,4.1303,0.0,13.125,7.4,12.6935,14.7366,0.0,59.7015,7.6923,2.7121,4.306,0.0,23.403,0.4314,23.6519,3.4798,16.0,27.0,25.0,42.0759,11.0826,16.5312,57.8125,43.5,3.9822,0.9758,2.5,5.7,3.8,9.5674,10.515,0.0,40.5,5.5,11.25,0,0.9059,3
2023-08-18,591.5042,598.3184,6.6887,5.9144,7.3603,6.4347,6.0556,0.9244,0.1071,0.55,1.0,1.0,58.8099,18.3398,23.4947,89.9811,59.7803,7.7402,3.974,0.0,12.7625,9.2062,7.5566,10.7149,0.0,45.0,0.0,1.3599,2.4051,0.0,14.445,0.0,25.6397,3.6992,17.0,29.0,27.0,44.0827,10.5121,17.375,56.9062,48.0156,2.0926,0.9097,1.0,3.7,2.05,6.2206,8.5309,0.0,32.1,0.0,11.3333,1,0.9087,0
2023-08-19,469.2725,488.2464,5.5554,5.0865,7.1444,6.2857,5.0259,0.6865,0.2798,0.1133,1.0,0.7538,86.8952,60.0262,13.4983,232.2658,70.2409,6.6828,4.4942,0.0,12.9375,7.8875,31.3521,27.9798,0.0,88.6731,24.6231,15.4562,20.3399,0.0,76.4362,4.9492,25.7293,2.8923,19.0,29.0,27.0,41.3931,11.7535,19.4375,57.3438,44.7188,2.3391,0.8874,1.0,3.5,2.4,27.091,25.2225,0.0,86.2,19.7,11.0833,7,0.7776,1
2023-08-20,547.0367,582.2988,6.5692,5.8828,7.0683,6.25,5.9001,0.9097,0.1274,0.4583,1.0,0.9889,61.3374,22.8251,16.826,103.493,60.6493,8.2021,4.352,0.0,14.3125,9.6375,9.029,12.7356,0.0,54.1667,1.1111,1.7067,3.3698,0.0,22.425,0.0111,26.4848,4.0124,17.0,31.0,28.5,45.1473,11.6214,17.5938,60.7812,49.0938,3.0348,0.9306,1.3,4.1,3.2,6.6121,9.035,0.0,41.4,1.0,11.0,2,0.9294,0
2023-08-21,555.2833,567.8424,6.343,5.6954,7.1748,6.3353,5.7933,0.8924,0.1716,0.3072,1.0,1.0,75.6602,40.7843,6.4079,186.097,71.7065,6.8546,3.8883,0.0,13.325,7.6875,10.7643,17.1646,0.0,69.2771,0.0,3.3944,7.373,0.0,45.0301,0.0,24.1407,4.2622,16.0,29.0,26.0,41.7602,10.4736,16.6562,58.3125,44.2188,2.3319,0.8296,1.4,3.7,2.3,8.7178,14.5951,0.0,65.0,0.0,11.25,6,0.8841,3
2023-08-22,615.745,618.4341,7.0561,6.2778,7.4283,6.5582,6.2785,0.9361,0.1066,0.3415,1.0,0.9779,55.4041,25.7475,11.2422,113.3895,57.751,8.8406,4.645,0.0,14.7375,9.2,6.3889,10.6589,0.0,65.8537,2.2129,1.2076,3.8508,0.0,38.1293,0.0443,27.2593,4.2741,17.0,31.0,29.0,46.8595,12.1204,17.3438,61.8438,48.0,1.9393,0.6724,0.9,3.1,2.0,5.1652,8.4203,0.0,57.9,2.0,11.25,0,0.9499,0
2023-08-23,527.8783,585.1946,6.7405,6.0683,7.3897,6.5531,5.9556,0.8956,0.1407,0.4595,1.0,1.0,60.0878,23.4794,10.2986,105.9566,64.7323,9.314,4.7169,0.0,15.725,9.5375,10.4418,14.0726,0.0,54.0541,0.0,2.3694,4.2078,0.0,22.6486,0.0,29.3852,4.3037,18.0,33.0,31.0,48.1088,12.1702,18.3438,64.3125,48.8438,1.897,0.3822,1.4,2.7,1.9,8.263,10.9605,0.0,41.9,0.0,11.25,4,0.9122,3
2023-08-24,433.6,436.9333,5.0327,4.6807,7.1387,6.367,4.5566,0.6984,0.2776,0.2086,1.0,0.7342,69.8547,39.42,10.811,178.538,63.0678,7.0434,3.968,0.0,13.3375,6.8,30.1604,27.7647,0.0,79.1411,26.5784,14.9905,18.1505,0.0,59.435,5.1692,28.4963,3.2019,20.0,31.0,30.0,42.4759,10.1779,20.375,58.3438,42.0,1.8719,0.265,1.4,2.6,1.9,26.5059,25.5685,0.0,75.1,21.0,11.25,6,0.705,1
2023-08-25,541.365,529.0141,5.9902,5.4815,7.1045,6.3556,5.3858,0.8298,0.209,0.2714,1.0,0.9126,72.1684,30.0496,18.2431,148.4741,73.8618,8.0585,4.0833,0.0,13.85,8.875,17.0168,20.9048,0.0,72.8571,8.7368,6.1964,11.293,0.0,48.5229,0.619,28.291,2.6693,21.0,31.0,29.0,45.0548,10.4006,21.375,59.625,47.1875,1.7776,0.204,1.4,2.2,1.7,14.3896,18.2051,0.0,66.6,7.2,11.1667,6,0.8432,3
2023-08-26,461.4667,398.7738,4.4972,4.3171,6.4668,5.8944,4.1589,0.6726,0.2428,0.156,1.0,0.6464,67.4712,25.1846,9.206,133.5054,66.6167,5.6284,3.4299,0.0,10.8875,6.675,32.7402,24.2774,0.0,84.4037,35.3619,14.8731,15.4512,0.0,69.8018,10.6086,25.9769,2.0927,21.0,29.0,26.0,38.9495,8.7885,21.5625,52.2188,41.6875,1.9562,0.59,0.3,2.5,2.2,28.9885,22.4142,0.0,82.7,29.6,10.8333,2,0.6954,3
2023-08-27,479.035,447.029,5.0862,4.763,6.8173,6.1731,4.6207,0.6931,0.3007,0.0501,1.0,0.7757,63.4032,36.3053,22.1993,179.9517,51.7034,6.3697,4.2875,0.0,12.375,7.1875,30.689,30.0665,0.0,94.9875,22.428,17.1735,25.5575,0.0,89.5732,3.9804,26.2955,2.7316,20.0,29.0,27.0,40.7448,11.0098,20.625,55.9375,42.9688,1.5038,0.738,0.5,2.6,1.3,27.8053,29.0793,0.0,94.3,17.0,11.0,4,0.7461,1
2023-08-28,283.4258,246.9799,2.9151,2.9555,6.5878,6.0036,2.81,0.4399,0.1282,0.2028,0.6996,0.4437,43.39,18.8302,15.6464,84.7358,41.4244,2.6337,1.9391,0.0,6.6875,2.6562,56.0115,12.8217,30.0412,79.7235,55.6317,30.1135,14.6742,7.5103,60.9276,27.4185,22.947,2.2183,19.0,26.0,24.0,31.2285,5.4164,19.5625,41.7188,31.6406,1.4591,0.7244,0.4,2.8,1.4,50.6023,13.9617,25.0,77.0,49.4,11.0,0,0.4425,2
2023-08-29,513.82,491.5681,5.5611,5.2107,6.8284,6.2099,5.0436,0.7388,0.259,0.0449,1.0,0.7829,64.6605,37.6079,12.6407,171.8025,49.8369,6.6122,4.454,0.0,13.3125,7.5125,26.117,25.9014,0.0,95.5056,21.709,12.2889,22.4316,0.0,90.4438,3.7508,25.374,2.9777,20.0,29.0,26.0,41.2932,11.5188,20.3438,58.2812,43.7812,2.3603,0.9613,0.9,3.8,2.5,22.7947,24.8284,0.0,94.7,17.4,10.9167,7,0.8144,1
2023-08-30,412.3617,380.2458,4.2908,4.1376,6.9082,6.2842,4.0314,0.6313,0.2264,0.1446,1.0,0.6088,75.5816,48.0477,13.5244,230.1,64.0631,4.3051,2.9812,0.0,10.4375,4.15,36.8749,22.6364,0.0,85.5385,39.1185,16.7694,17.3432,0.0,71.8523,11.961,23.4074,2.5313,19.0,26.0,25.0,35.3264,8.1626,19.5,51.0938,35.375,2.5052,0.6015,1.1,3.4,2.7,32.3904,21.6499,0.0,84.0,31.3,11.25,2,0.6211,3
2023-08-31,649.6525,615.9603,7.0104,6.3974,7.3324,6.6336,6.2526,0.8984,0.1638,0.2099,1.0,0.9784,58.1928,26.7142,5.9823,119.2388,57.7438,8.3471,4.7991,0.0,14.4,9.4938,10.1573,16.3811,0.0,79.0123,2.1649,3.0096,8.6946,0.0,56.9679,0.0433,26.2941,3.4857,18.0,30.0,28.0,45.6243,12.4581,18.4375,61.0,48.7344,1.3669,0.2521,0.9,1.8,1.4,8.1162,13.5717,0.0,72.1,2.0,11.3333,0,0.9561,3
2023-09-01,613.6567,538.3112,6.1581,5.7239,7.2574,6.5849,5.5439,0.794,0.2377,0.2667,1.0,0.9597,57.1886,33.7738,3.0401,158.7631,53.8597,7.2722,4.5206,0.0,14.2375,6.9188,20.602,23.7708,0.0,73.3333,4.0256,8.3618,11.499,0.0,48.4,0.1374,25.9779,3.2919,19.0,29.0,27.0,42.958,11.6963,19.4375,60.5938,42.2969,3.1191,0.5695,1.9,4.0,3.2,17.3404,20.4094,0.0,66.0,3.25,11.3333,4,0.8485,3
2023-09-02,581.89,489.1058,5.6059,5.2247,7.2453,6.5931,5.0713,0.7158,0.3084,0.137,1.0,0.8559,53.867,29.3545,8.0918,116.9751,49.742,6.5174,4.4851,0.0,13.0375,6.1875,28.4242,30.8352,0.0,86.3043,14.4126,16.2461,22.5864,0.0,72.8409,1.8736,25.8102,2.7826,20.0,29.0,26.0,41.1549,11.4341,20.375,57.5938,40.4688,3.2234,0.7319,1.1,4.3,3.2,25.908,29.1163,0.0,84.4,13.0,11.4167,2,0.7737,1
2023-09-03,633.9025,621.838,7.0437,6.445,7.3623,6.7082,6.2972,0.9594,0.0886,0.3902,1.0,1.0,54.8699,20.748,13.8192,85.0486,56.749,8.5665,4.346,0.0,14.175,9.8875,4.0566,8.8562,0.0,60.9756,0.0,0.7793,3.4133,0.0,33.1707,0.0,26.9854,3.0098,20.0,30.0,28.0,46.2655,11.185,20.3438,60.4375,49.7188,2.9927,0.535,1.9,3.9,2.9,3.4686,7.3434,0.0,54.4,0.0,11.4167,0,0.9567,0
2023-09-04,478.4192,461.8114,5.3048,5.0091,7.302,6.682,4.8029,0.7311,0.2582,0.1454,1.0,0.7123,64.6993,32.6099,16.6424,177.3489,57.9781,7.0887,3.9466,0.0,13.4375,6.2375,26.8851,25.8201,0.0,85.4637,28.7671,12.5175,17.2553,0.0,71.7895,7.0481,28.0876,3.1494,20.0,31.0,29.0,42.6081,10.0894,20.5312,58.5938,40.5938,1.4511,0.8017,0.2,2.7,1.6,23.7956,24.0346,0.0,84.0,22.9,11.4167,4,0.7265,1
2023-09-05,426.8,493.5367,5.5792,5.2953,7.2724,6.6758,5.0648,0.7456,0.2125,0.3148,1.0,0.7714,87.6208,42.616,23.8231,210.7835,74.1638,7.2729,3.7628,0.0,13.8375,7.8875,25.4388,21.2452,0.0,68.5185,22.8571,9.5961,11.2854,0.0,42.687,4.4969,27.5926,2.4686,21.0,30.0,28.0,43.0903,9.5949,21.4062,59.5938,44.7188,1.6822,0.5425,1.0,2.7,1.6,22.1615,18.8365,0.0,62.3,20.0,11.25,8,0.7672,1
2023-09-06,656.1517,608.9941,6.879,6.3734,7.3418,6.7472,6.1875,0.9173,0.1106,0.5789,1.0,0.9678,56.5262,24.8328,6.926,107.7331,59.7656,7.8755,4.308,0.0,13.2125,8.8813,8.2748,11.0578,0.0,42.1053,3.2211,1.5131,2.6865,0.0,12.9263,0.0959,25.8696,2.446,20.0,29.0,27.0,44.5625,11.0202,20.3438,58.0312,47.2031,5.1862,0.6629,3.1,5.8,5.4,6.7978,8.7502,0.0,32.1,3.0,11.5,1,0.937,0
2023-09-07,732.05,687.5548,7.8186,7.1839,7.8337,7.1931,6.9869,0.9875,0.0528,0.6842,1.0,1.0,55.1192,25.3575,3.2322,93.0502,61.3371,8.3307,4.747,0.0,14.3,9.25,1.2528,5.2807,0.0,31.5789,0.0,0.2071,0.9548,0.0,6.8211,0.0,24.5108,3.337,18.0,28.0,26.0,45.6041,12.2953,18.6875,60.75,48.125,5.582,1.0573,3.1,7.1,5.6,0.9065,3.7473,0.0,21.6,0.0,11.5833,0,0.9981,0
2023-09-08,665.4967,649.9703,7.3503,6.807,7.7602,7.1443,6.6,0.9328,0.1077,0.5,1.0,1.0,59.4449,23.0746,9.5453,100.2347,65.3088,8.0017,4.488,0.0,14.1625,9.1875,6.7159,10.7672,0.0,50.0,0.0,1.3157,3.1648,0.0,18.2326,0.0,24.9137,3.3394,17.0,28.0,26.0,44.7435,11.735,17.3438,60.4062,47.9688,3.3194,1.0793,2.2,5.3,2.7,5.7129,8.7894,0.0,39.2,0.0,11.5833,1,0.9472,0
2023-09-09,660.9833,661.8458,7.5687,7.0137,7.7447,7.1518,6.7147,0.9409,0.1155,0.4186,1.0,1.0,54.9256,26.3275,6.6395,106.4178,57.1654,8.8538,4.8738,0.0,14.8,10.1625,5.9109,11.5459,0.0,58.1395,0.0,1.3345,4.1283,0.0,30.9302,0.0,26.4676,3.5104,18.0,30.0,28.0,46.8867,12.6742,18.3438,62.0,50.4062,2.8755,0.7665,1.7,4.1,2.7,4.7727,9.2797,0.0,53.2,0.0,11.5833,0,0.9773,0
2023-09-10,713.6517,677.2269,7.7651,7.1931,7.7883,7.2091,6.8695,0.9785,0.0769,0.5634,1.0,1.0,54.7745,25.1735,3.0588,92.8933,60.1757,9.1431,4.9232,0.0,15.1875,10.2375,2.1506,7.6852,0.0,43.662,0.0,0.4794,1.9943,0.0,12.7493,0.0,26.7338,3.4986,19.0,30.0,28.0,47.6828,12.6601,19.375,62.9688,50.5938,3.9799,0.5669,2.7,4.9,3.8,1.6561,5.8558,0.0,32.1,0.0,11.5833,0,0.997,0
2023-09-11,729.3208,693.8939,7.9607,7.3851,7.9654,7.3889,7.0464,0.9972,0.0206,0.8214,1.0,1.0,55.4042,24.8451,3.3337,83.1178,62.0278,9.0656,4.9712,0.0,15.2875,10.1938,0.2771,2.0611,0.0,17.8571,0.0,0.0338,0.2797,0.0,2.4286,0.0,26.1214,3.6214,18.0,30.0,28.0,47.4446,12.865,18.4688,63.2188,50.4844,4.0464,0.7739,2.4,5.3,3.95,0.2229,1.6248,0.0,13.6,0.0,11.6667,0,0.9994,0
2023-09-12,634.6733,593.458,6.7273,6.3581,7.7092,7.1827,6.0403,0.8745,0.1495,0.4486,1.0,0.9844,65.8017,27.9305,16.9837,140.7638,67.6379,8.148,4.2238,0.0,14.6125,8.6875,12.5528,14.952,0.0,55.1351,1.5625,3.3127,4.8032,0.0,26.9059,0.0219,27.0144,3.6594,18.0,31.0,29.0,45.1637,10.9965,18.5625,61.5312,46.7188,2.2237,1.4964,0.4,4.9,1.8,11.0475,13.0189,0.0,48.8,1.4,11.5833,5,0.8726,3
2023-09-13,586.56,612.6389,7.0972,6.694,7.7683,7.2513,6.2447,0.8801,0.1534,0.4769,1.0,1.0,57.2602,24.0071,4.3161,99.3918,61.5075,9.3999,4.8832,0.0,16.1875,10.175,11.9862,15.3404,0.0,52.3077,0.0,3.2693,5.1211,0.0,24.5323,0.0,29.2374,3.7019,20.0,33.0,31.0,48.3844,12.4459,20.4688,65.4688,50.4375,2.6281,0.6249,1.5,4.0,2.4,10.4813,13.2632,0.0,46.9,0.0,11.5833,0,0.9136,3
