date_time,air_temp,gti,ghi
2023-06-01 00:00:00-03:00,17.04,0.0,0.0
2023-06-01 01:00:00-03:00,15.78,0.0,0.0
2023-06-01 02:00:00-03:00,16.28,0.0,0.0
2023-06-01 03:00:00-03:00,16.13,0.0,0.0
2023-06-01 04:00:00-03:00,17.94,0.0,0.0
2023-06-01 05:00:00-03:00,14.86,0.0,0.0
2023-06-01 06:00:00-03:00,14.8,77.48,39.13
2023-06-01 07:00:00-03:00,19.27,448.97,256.0
2023-06-01 08:00:00-03:00,20.97,724.51,469.68
2023-06-01 09:00:00-03:00,22.82,786.06,577.36
2023-06-01 10:00:00-03:00,24.69,697.99,596.57
2023-06-01 11:00:00-03:00,24.6,560.67,480.9
2023-06-01 12:00:00-03:00,24.69,583.11,481.29
2023-06-01 13:00:00-03:00,25.57,801.82,619.23
2023-06-01 14:00:00-03:00,25.86,470.86,378.62
2023-06-01 15:00:00-03:00,25.41,206.91,178.18
2023-06-01 16:00:00-03:00,24.41,106.17,79.2
2023-06-01 17:00:00-03:00,22.41,98.22,9.98
2023-06-01 18:00:00-03:00,20.0,0.0,0.0
2023-06-01 19:00:00-03:00,18.5,0.0,0.0
2023-06-01 20:00:00-03:00,18.42,0.0,0.0
2023-06-01 21:00:00-03:00,17.04,0.0,0.0
2023-06-01 22:00:00-03:00,15.98,0.0,0.0
2023-06-01 23:00:00-03:00,16.19,0.0,0.0
2023-06-02 00:00:00-03:00,15.18,0.0,0.0
2023-06-02 01:00:00-03:00,14.36,0.0,0.0
2023-06-02 02:00:00-03:00,13.75,0.0,0.0
2023-06-02 03:00:00-03:00,13.41,0.0,0.0
2023-06-02 04:00:00-03:00,13.46,0.0,0.0
2023-06-02 05:00:00-03:00,13.02,0.0,0.0
2023-06-02 06:00:00-03:00,13.04,102.43,48.03
2023-06-02 07:00:00-03:00,17.95,494.78,269.93
2023-06-02 08:00:00-03:00,20.36,753.0,482.31
2023-06-02 09:00:00-03:00,22.32,929.21,651.75
2023-06-02 10:00:00-03:00,24.29,1036.85,764.78
2023-06-02 11:00:00-03:00,24.89,1001.61,764.95
2023-06-02 12:00:00-03:00,25.59,817.72,678.64
2023-06-02 13:00:00-03:00,26.24,551.13,473.0
2023-06-02 14:00:00-03:00,26.27,496.79,401.11
2023-06-02 15:00:00-03:00,24.92,547.31,331.52
2023-06-02 16:00:00-03:00,24.63,229.82,118.21
2023-06-02 17:00:00-03:00,21.36,61.0,8.91
2023-06-02 18:00:00-03:00,18.56,0.0,0.0
2023-06-02 19:00:00-03:00,17.31,0.0,0.0
2023-06-02 20:00:00-03:00,16.9,0.0,0.0
2023-06-02 21:00:00-03:00,16.03,0.0,0.0
2023-06-02 22:00:00-03:00,17.36,0.0,0.0
2023-06-02 23:00:00-03:00,17.59,0.0,0.0
2023-06-03 00:00:00-03:00,17.64,0.0,0.0
2023-06-03 01:00:00-03:00,16.07,0.0,0.0
2023-06-03 02:00:00-03:00,15.61,0.0,0.0
2023-06-03 03:00:00-03:00,16.43,0.0,0.0
2023-06-03 04:00:00-03:00,16.1,0.0,0.0
2023-06-03 05:00:00-03:00,15.37,0.0,0.0
2023-06-03 06:00:00-03:00,16.18,106.23,48.72
2023-06-03 07:00:00-03:00,17.94,506.16,275.16
2023-06-03 08:00:00-03:00,19.76,767.22,490.56
2023-06-03 09:00:00-03:00,21.61,943.15,660.75
2023-06-03 10:00:00-03:00,22.99,1053.85,776.53
2023-06-03 11:00:00-03:00,24.14,1089.13,820.11
2023-06-03 12:00:00-03:00,25.06,1047.99,788.78
2023-06-03 13:00:00-03:00,25.86,920.97,672.82
2023-06-03 14:00:00-03:00,25.57,740.52,510.49
2023-06-03 15:00:00-03:00,25.56,534.59,326.46
2023-06-03 16:00:00-03:00,,265.0,126.78
2023-06-03 17:00:00-03:00,,109.59,10.74
2023-06-03 18:00:00-03:00,,0.0,0.0
2023-06-03 19:00:00-03:00,,0.0,0.0
2023-06-03 20:00:00-03:00,18.39,0.0,0.0
2023-06-03 21:00:00-03:00,17.96,0.0,0.0
2023-06-03 22:00:00-03:00,17.88,0.0,0.0
2023-06-03 23:00:00-03:00,18.46,0.0,0.0
2023-06-04 00:00:00-03:00,17.51,0.0,0.0
2023-06-04 01:00:00-03:00,16.01,0.0,0.0
2023-06-04 02:00:00-03:00,15.9,0.0,0.0
2023-06-04 03:00:00-03:00,16.28,0.0,0.0
2023-06-04 04:00:00-03:00,15.91,0.0,0.0
2023-06-04 05:00:00-03:00,14.99,0.0,0.0
2023-06-04 06:00:00-03:00,15.58,115.57,57.69
2023-06-04 07:00:00-03:00,17.26,504.63,273.76
2023-06-04 08:00:00-03:00,19.0,763.31,487.74
2023-06-04 09:00:00-03:00,20.93,941.44,658.98
2023-06-04 10:00:00-03:00,22.75,1052.25,774.77
2023-06-04 11:00:00-03:00,23.77,1087.88,819.15
2023-06-04 12:00:00-03:00,24.3,1055.76,792.55
2023-06-04 13:00:00-03:00,25.78,842.99,624.08
2023-06-04 14:00:00-03:00,24.73,740.01,509.03
2023-06-04 15:00:00-03:00,25.05,554.33,335.43
2023-06-04 16:00:00-03:00,23.76,268.76,127.65
2023-06-04 17:00:00-03:00,20.3,109.59,10.75
2023-06-04 18:00:00-03:00,18.14,0.0,0.0
2023-06-04 19:00:00-03:00,16.28,0.0,0.0
2023-06-04 20:00:00-03:00,15.74,0.0,0.0
2023-06-04 21:00:00-03:00,16.65,0.0,0.0
2023-06-04 22:00:00-03:00,15.37,0.0,0.0
2023-06-04 23:00:00-03:00,16.17,0.0,0.0
2023-06-05 00:00:00-03:00,15.13,0.0,0.0
2023-06-05 01:00:00-03:00,14.93,0.0,0.0
2023-06-05 02:00:00-03:00,15.06,0.0,0.0
2023-06-05 03:00:00-03:00,14.0,0.0,0.0
2023-06-05 04:00:00-03:00,14.64,0.0,0.0
2023-06-05 05:00:00-03:00,14.1,0.0,0.0
2023-06-05 06:00:00-03:00,13.96,114.6,56.85
2023-06-05 07:00:00-03:00,15.42,503.13,272.4
2023-06-05 08:00:00-03:00,18.62,761.64,486.12
2023-06-05 09:00:00-03:00,21.16,939.78,657.26
2023-06-05 10:00:00-03:00,22.63,1050.71,773.08
2023-06-05 11:00:00-03:00,23.8,1082.48,815.54
2023-06-05 12:00:00-03:00,24.5,1005.56,773.88
2023-06-05 13:00:00-03:00,24.64,933.7,679.62
2023-06-05 14:00:00-03:00,24.83,766.82,524.01
2023-06-05 15:00:00-03:00,24.76,524.33,322.26
2023-06-05 16:00:00-03:00,23.79,143.19,120.36
2023-06-05 17:00:00-03:00,20.4,31.25,8.31
2023-06-05 18:00:00-03:00,18.48,0.0,0.0
2023-06-05 19:00:00-03:00,16.77,0.0,0.0
2023-06-05 20:00:00-03:00,16.52,0.0,0.0
2023-06-05 21:00:00-03:00,15.16,0.0,0.0
2023-06-05 22:00:00-03:00,16.13,0.0,0.0
2023-06-05 23:00:00-03:00,16.47,0.0,0.0
2023-06-06 00:00:00-03:00,16.56,0.0,0.0
2023-06-06 01:00:00-03:00,14.65,0.0,0.0
2023-06-06 02:00:00-03:00,14.49,0.0,0.0
2023-06-06 03:00:00-03:00,15.55,0.0,0.0
2023-06-06 04:00:00-03:00,14.19,0.0,0.0
2023-06-06 05:00:00-03:00,13.32,0.0,0.0
2023-06-06 06:00:00-03:00,13.77,112.55,55.07
2023-06-06 07:00:00-03:00,16.51,482.51,264.41
2023-06-06 08:00:00-03:00,19.86,760.01,484.53
2023-06-06 09:00:00-03:00,21.64,938.18,655.6
2023-06-06 10:00:00-03:00,23.59,1049.23,771.45
2023-06-06 11:00:00-03:00,24.22,1082.54,814.81
2023-06-06 12:00:00-03:00,25.7,890.88,697.16
2023-06-06 13:00:00-03:00,25.02,564.55,465.22
2023-06-06 14:00:00-03:00,25.62,320.57,276.33
2023-06-06 15:00:00-03:00,25.54,288.75,248.92
2023-06-06 16:00:00-03:00,24.69,135.15,114.52
2023-06-06 17:00:00-03:00,22.26,23.0,7.78
2023-06-06 18:00:00-03:00,19.8,0.0,0.0
2023-06-06 19:00:00-03:00,18.7,0.0,0.0
2023-06-06 20:00:00-03:00,19.02,0.0,0.0
2023-06-06 21:00:00-03:00,17.56,0.0,0.0
2023-06-06 22:00:00-03:00,17.23,0.0,0.0
2023-06-06 23:00:00-03:00,17.16,0.0,0.0
2023-06-07 00:00:00-03:00,16.44,0.0,0.0
2023-06-07 01:00:00-03:00,14.9,0.0,0.0
2023-06-07 02:00:00-03:00,14.9,0.0,0.0
2023-06-07 03:00:00-03:00,15.31,0.0,0.0
2023-06-07 04:00:00-03:00,15.54,0.0,0.0
2023-06-07 05:00:00-03:00,13.98,0.0,0.0
2023-06-07 06:00:00-03:00,14.94,119.82,61.34
2023-06-07 07:00:00-03:00,17.47,494.74,267.57
2023-06-07 08:00:00-03:00,19.41,758.42,483.0
2023-06-07 09:00:00-03:00,21.7,935.0,652.95
2023-06-07 10:00:00-03:00,23.75,1047.81,769.89
2023-06-07 11:00:00-03:00,24.53,1071.98,808.79
2023-06-07 12:00:00-03:00,24.81,816.97,637.89
2023-06-07 13:00:00-03:00,25.1,660.34,533.5
2023-06-07 14:00:00-03:00,24.93,479.88,394.23
2023-06-07 15:00:00-03:00,24.74,355.19,259.76
2023-06-07 16:00:00-03:00,23.4,91.18,78.07
2023-06-07 17:00:00-03:00,21.67,11.44,6.58
2023-06-07 18:00:00-03:00,19.27,0.0,0.0
2023-06-07 19:00:00-03:00,19.27,0.0,0.0
2023-06-07 20:00:00-03:00,19.19,0.0,0.0
2023-06-07 21:00:00-03:00,19.36,0.0,0.0
2023-06-07 22:00:00-03:00,17.04,0.0,0.0
2023-06-07 23:00:00-03:00,17.21,0.0,0.0
2023-06-08 00:00:00-03:00,16.08,0.0,0.0
2023-06-08 01:00:00-03:00,16.1,0.0,0.0
2023-06-08 02:00:00-03:00,15.57,0.0,0.0
2023-06-08 03:00:00-03:00,15.18,0.0,0.0
2023-06-08 04:00:00-03:00,15.75,0.0,0.0
2023-06-08 05:00:00-03:00,15.49,0.0,0.0
2023-06-08 06:00:00-03:00,15.19,86.83,44.94
2023-06-08 07:00:00-03:00,17.93,355.16,234.12
2023-06-08 08:00:00-03:00,19.74,678.99,456.88
2023-06-08 09:00:00-03:00,21.7,917.82,640.65
2023-06-08 10:00:00-03:00,23.22,1024.79,753.51
2023-06-08 11:00:00-03:00,24.4,1010.1,774.73
2023-06-08 12:00:00-03:00,24.08,857.03,670.03
2023-06-08 13:00:00-03:00,25.21,633.73,523.25
2023-06-08 14:00:00-03:00,24.91,461.73,395.72
2023-06-08 15:00:00-03:00,25.47,330.37,264.91
2023-06-08 16:00:00-03:00,23.97,103.09,87.01
2023-06-08 17:00:00-03:00,21.42,22.09,7.76
2023-06-08 18:00:00-03:00,20.25,0.0,0.0
2023-06-08 19:00:00-03:00,19.01,0.0,0.0
2023-06-08 20:00:00-03:00,18.96,0.0,0.0
2023-06-08 21:00:00-03:00,17.66,0.0,0.0
2023-06-08 22:00:00-03:00,18.12,0.0,0.0
2023-06-08 23:00:00-03:00,17.18,0.0,0.0
2023-06-09 00:00:00-03:00,16.19,0.0,0.0
2023-06-09 01:00:00-03:00,16.24,0.0,0.0
2023-06-09 02:00:00-03:00,15.85,0.0,0.0
2023-06-09 03:00:00-03:00,14.71,0.0,0.0
2023-06-09 04:00:00-03:00,16.06,0.0,0.0
2023-06-09 05:00:00-03:00,15.1,0.0,0.0
2023-06-09 06:00:00-03:00,15.5,69.93,42.92
2023-06-09 07:00:00-03:00,19.41,423.33,243.28
2023-06-09 08:00:00-03:00,21.15,702.9,459.5
2023-06-09 09:00:00-03:00,22.92,674.01,538.5
2023-06-09 10:00:00-03:00,23.29,895.64,704.74
2023-06-09 11:00:00-03:00,25.13,1046.2,790.31
2023-06-09 12:00:00-03:00,25.8,725.25,594.1
2023-06-09 13:00:00-03:00,25.33,403.53,347.0
2023-06-09 14:00:00-03:00,25.27,85.3,73.54
2023-06-09 15:00:00-03:00,25.85,188.87,162.82
2023-06-09 16:00:00-03:00,23.92,95.17,81.82
2023-06-09 17:00:00-03:00,22.55,8.44,5.92
2023-06-09 18:00:00-03:00,21.27,0.0,0.0
2023-06-09 19:00:00-03:00,20.22,0.0,0.0
2023-06-09 20:00:00-03:00,19.11,0.0,0.0
2023-06-09 21:00:00-03:00,19.25,0.0,0.0
2023-06-09 22:00:00-03:00,18.39,0.0,0.0
2023-06-09 23:00:00-03:00,18.35,0.0,0.0
2023-06-10 00:00:00-03:00,17.68,0.0,0.0
2023-06-10 01:00:00-03:00,17.51,0.0,0.0
2023-06-10 02:00:00-03:00,15.9,0.0,0.0
2023-06-10 03:00:00-03:00,16.29,0.0,0.0
2023-06-10 04:00:00-03:00,16.23,0.0,0.0
2023-06-10 05:00:00-03:00,16.18,0.0,0.0
2023-06-10 06:00:00-03:00,14.57,114.29,53.41
2023-06-10 07:00:00-03:00,18.21,465.38,250.83
2023-06-10 08:00:00-03:00,21.62,735.78,467.57
2023-06-10 09:00:00-03:00,23.56,915.07,637.81
2023-06-10 10:00:00-03:00,25.16,1022.32,750.14
2023-06-10 11:00:00-03:00,26.04,974.59,762.35
2023-06-10 12:00:00-03:00,26.39,740.88,634.64
2023-06-10 13:00:00-03:00,26.97,631.08,519.29
2023-06-10 14:00:00-03:00,26.39,423.3,363.03
2023-06-10 15:00:00-03:00,26.32,239.89,206.8
2023-06-10 16:00:00-03:00,25.25,92.99,75.5
2023-06-10 17:00:00-03:00,22.83,43.69,9.38
2023-06-10 18:00:00-03:00,22.33,0.0,0.0
2023-06-10 19:00:00-03:00,20.31,0.0,0.0
2023-06-10 20:00:00-03:00,19.92,0.0,0.0
2023-06-10 21:00:00-03:00,19.3,0.0,0.0
2023-06-10 22:00:00-03:00,19.68,0.0,0.0
2023-06-10 23:00:00-03:00,18.16,0.0,0.0
2023-06-11 00:00:00-03:00,17.66,0.0,0.0
2023-06-11 01:00:00-03:00,16.96,0.0,0.0
2023-06-11 02:00:00-03:00,18.18,0.0,0.0
2023-06-11 03:00:00-03:00,17.54,0.0,0.0
2023-06-11 04:00:00-03:00,17.96,0.0,0.0
2023-06-11 05:00:00-03:00,17.42,0.0,0.0
2023-06-11 06:00:00-03:00,17.39,119.5,54.85
2023-06-11 07:00:00-03:00,21.08,473.86,254.97
2023-06-11 08:00:00-03:00,22.77,734.44,466.27
2023-06-11 09:00:00-03:00,24.53,913.79,636.5
2023-06-11 10:00:00-03:00,25.49,1018.36,747.51
2023-06-11 11:00:00-03:00,26.06,1049.66,790.02
2023-06-11 12:00:00-03:00,27.41,866.53,685.94
2023-06-11 13:00:00-03:00,27.77,560.26,480.68
2023-06-11 14:00:00-03:00,26.58,456.53,388.64
2023-06-11 15:00:00-03:00,27.02,401.39,266.86
2023-06-11 16:00:00-03:00,25.91,218.1,113.4
2023-06-11 17:00:00-03:00,22.83,59.36,9.4
2023-06-11 18:00:00-03:00,19.98,0.0,0.0
2023-06-11 19:00:00-03:00,18.91,0.0,0.0
2023-06-11 20:00:00-03:00,18.65,0.0,0.0
2023-06-11 21:00:00-03:00,18.1,0.0,0.0
2023-06-11 22:00:00-03:00,17.14,0.0,0.0
2023-06-11 23:00:00-03:00,17.87,0.0,0.0
2023-06-12 00:00:00-03:00,18.54,0.0,0.0
2023-06-12 01:00:00-03:00,17.56,0.0,0.0
2023-06-12 02:00:00-03:00,17.42,0.0,0.0
2023-06-12 03:00:00-03:00,19.32,0.0,0.0
2023-06-12 04:00:00-03:00,19.02,0.0,0.0
2023-06-12 05:00:00-03:00,18.21,0.0,0.0
2023-06-12 06:00:00-03:00,19.01,52.23,28.92
2023-06-12 07:00:00-03:00,18.42,200.4,150.91
2023-06-12 08:00:00-03:00,23.25,399.25,328.91
2023-06-12 09:00:00-03:00,25.14,532.12,458.69
2023-06-12 10:00:00-03:00,26.1,866.9,687.62
2023-06-12 11:00:00-03:00,27.63,995.53,764.61
2023-06-12 12:00:00-03:00,27.51,603.98,503.0
2023-06-12 13:00:00-03:00,27.76,472.04,386.54
2023-06-12 14:00:00-03:00,26.83,462.56,362.75
2023-06-12 15:00:00-03:00,26.25,138.45,119.35
2023-06-12 16:00:00-03:00,25.16,62.43,52.12
2023-06-12 17:00:00-03:00,23.93,21.39,8.18
2023-06-12 18:00:00-03:00,22.28,0.0,0.0
2023-06-12 19:00:00-03:00,20.65,0.0,0.0
2023-06-12 20:00:00-03:00,20.89,0.0,0.0
2023-06-12 21:00:00-03:00,19.91,0.0,0.0
2023-06-12 22:00:00-03:00,19.16,0.0,0.0
2023-06-12 23:00:00-03:00,19.14,0.0,0.0
2023-06-13 00:00:00-03:00,18.13,0.0,0.0
2023-06-13 01:00:00-03:00,17.01,0.0,0.0
2023-06-13 02:00:00-03:00,15.67,0.0,0.0
2023-06-13 03:00:00-03:00,16.95,0.0,0.0
2023-06-13 04:00:00-03:00,16.04,0.0,0.0
2023-06-13 05:00:00-03:00,16.68,0.0,0.0
2023-06-13 06:00:00-03:00,17.06,45.8,23.37
2023-06-13 07:00:00-03:00,19.18,105.46,90.91
2023-06-13 08:00:00-03:00,21.38,415.24,344.04
2023-06-13 09:00:00-03:00,24.11,739.48,567.13
2023-06-13 10:00:00-03:00,25.81,942.43,711.25
2023-06-13 11:00:00-03:00,26.05,998.78,758.57
2023-06-13 12:00:00-03:00,27.28,803.2,655.27
2023-06-13 13:00:00-03:00,27.77,730.63,571.57
2023-06-13 14:00:00-03:00,27.9,603.09,437.72
2023-06-13 15:00:00-03:00,27.18,386.24,261.9
2023-06-13 16:00:00-03:00,25.66,70.42,59.01
2023-06-13 17:00:00-03:00,23.74,21.58,8.36
2023-06-13 18:00:00-03:00,22.59,0.0,0.0
2023-06-13 19:00:00-03:00,22.02,0.0,0.0
2023-06-13 20:00:00-03:00,21.94,0.0,0.0
2023-06-13 21:00:00-03:00,22.33,0.0,0.0
2023-06-13 22:00:00-03:00,20.5,0.0,0.0
2023-06-13 23:00:00-03:00,20.35,0.0,0.0
2023-06-14 00:00:00-03:00,19.16,0.0,0.0
2023-06-14 01:00:00-03:00,18.6,0.0,0.0
2023-06-14 02:00:00-03:00,18.27,0.0,0.0
2023-06-14 03:00:00-03:00,17.25,0.0,0.0
2023-06-14 04:00:00-03:00,17.28,0.0,0.0
2023-06-14 05:00:00-03:00,17.12,0.0,0.0
2023-06-14 06:00:00-03:00,18.76,98.61,50.95
2023-06-14 07:00:00-03:00,20.42,439.32,240.93
2023-06-14 08:00:00-03:00,22.62,718.57,455.17
2023-06-14 09:00:00-03:00,23.92,894.47,622.14
2023-06-14 10:00:00-03:00,25.52,1000.62,733.58
2023-06-14 11:00:00-03:00,26.91,1025.93,773.48
2023-06-14 12:00:00-03:00,27.13,973.32,734.13
2023-06-14 13:00:00-03:00,27.13,846.54,622.37
2023-06-14 14:00:00-03:00,26.37,706.24,493.44
2023-06-14 15:00:00-03:00,26.46,268.57,212.21
2023-06-14 16:00:00-03:00,25.77,72.09,59.45
2023-06-14 17:00:00-03:00,23.71,29.51,9.12
2023-06-14 18:00:00-03:00,22.3,0.0,0.0
2023-06-14 19:00:00-03:00,21.74,0.0,0.0
2023-06-14 20:00:00-03:00,21.32,0.0,0.0
2023-06-14 21:00:00-03:00,21.02,0.0,0.0
2023-06-14 22:00:00-03:00,18.08,0.0,0.0
2023-06-14 23:00:00-03:00,17.12,0.0,0.0
2023-06-15 00:00:00-03:00,15.88,0.0,0.0
2023-06-15 01:00:00-03:00,16.09,0.0,0.0
2023-06-15 02:00:00-03:00,14.86,0.0,0.0
2023-06-15 03:00:00-03:00,16.17,0.0,0.0
2023-06-15 04:00:00-03:00,14.37,0.0,0.0
2023-06-15 05:00:00-03:00,14.53,0.0,0.0
2023-06-15 06:00:00-03:00,15.71,105.79,44.98
2023-06-15 07:00:00-03:00,17.1,438.31,239.97
2023-06-15 08:00:00-03:00,20.55,712.84,452.16
2023-06-15 09:00:00-03:00,24.65,679.9,556.84
2023-06-15 10:00:00-03:00,26.09,900.63,698.96
2023-06-15 11:00:00-03:00,26.88,872.55,690.93
2023-06-15 12:00:00-03:00,27.07,876.15,677.89
2023-06-15 13:00:00-03:00,27.9,572.17,490.21
2023-06-15 14:00:00-03:00,27.07,427.08,366.88
2023-06-15 15:00:00-03:00,26.22,255.62,220.36
2023-06-15 16:00:00-03:00,24.7,117.22,100.25
2023-06-15 17:00:00-03:00,23.58,14.81,7.92
2023-06-15 18:00:00-03:00,22.65,0.0,0.0
2023-06-15 19:00:00-03:00,21.84,0.0,0.0
2023-06-15 20:00:00-03:00,20.93,0.0,0.0
2023-06-15 21:00:00-03:00,19.24,0.0,0.0
2023-06-15 22:00:00-03:00,18.33,0.0,0.0
2023-06-15 23:00:00-03:00,17.26,0.0,0.0
2023-06-16 00:00:00-03:00,16.71,0.0,0.0
2023-06-16 01:00:00-03:00,15.7,0.0,0.0
2023-06-16 02:00:00-03:00,15.96,0.0,0.0
2023-06-16 03:00:00-03:00,16.05,0.0,0.0
2023-06-16 04:00:00-03:00,15.4,0.0,0.0
2023-06-16 05:00:00-03:00,15.05,0.0,0.0
2023-06-16 06:00:00-03:00,14.94,75.04,41.58
2023-06-16 07:00:00-03:00,17.57,411.79,230.23
2023-06-16 08:00:00-03:00,20.39,547.29,402.33
2023-06-16 09:00:00-03:00,23.0,642.11,525.25
2023-06-16 10:00:00-03:00,24.31,813.34,654.72
2023-06-16 11:00:00-03:00,25.75,819.16,683.05
2023-06-16 12:00:00-03:00,26.67,576.72,496.94
2023-06-16 13:00:00-03:00,25.76,155.12,133.67
2023-06-16 14:00:00-03:00,23.51,104.99,90.51
2023-06-16 15:00:00-03:00,24.01,203.84,175.72
2023-06-16 16:00:00-03:00,,104.81,87.83
2023-06-16 17:00:00-03:00,,29.17,9.79
2023-06-16 18:00:00-03:00,,0.0,0.0
2023-06-16 19:00:00-03:00,,0.0,0.0
2023-06-16 20:00:00-03:00,18.37,0.0,0.0
2023-06-16 21:00:00-03:00,17.9,0.0,0.0
2023-06-16 22:00:00-03:00,17.92,0.0,0.0
2023-06-16 23:00:00-03:00,17.85,0.0,0.0
2023-06-17 00:00:00-03:00,17.73,0.0,0.0
2023-06-17 01:00:00-03:00,17.42,0.0,0.0
2023-06-17 02:00:00-03:00,17.39,0.0,0.0
2023-06-17 03:00:00-03:00,17.16,0.0,0.0
2023-06-17 04:00:00-03:00,17.1,0.0,0.0
2023-06-17 05:00:00-03:00,16.96,0.0,0.0
2023-06-17 06:00:00-03:00,17.01,34.65,20.72
2023-06-17 07:00:00-03:00,17.82,111.01,95.69
2023-06-17 08:00:00-03:00,18.42,309.46,266.51
2023-06-17 09:00:00-03:00,19.62,487.32,398.11
2023-06-17 10:00:00-03:00,20.59,564.91,485.74
2023-06-17 11:00:00-03:00,21.37,377.09,325.08
2023-06-17 12:00:00-03:00,20.55,352.45,303.74
2023-06-17 13:00:00-03:00,20.16,153.1,131.98
2023-06-17 14:00:00-03:00,19.59,222.46,191.77
2023-06-17 15:00:00-03:00,19.96,439.8,278.58
2023-06-17 16:00:00-03:00,19.98,184.92,108.54
2023-06-17 17:00:00-03:00,18.07,22.57,9.21
2023-06-17 18:00:00-03:00,17.33,0.0,0.0
2023-06-17 19:00:00-03:00,17.02,0.0,0.0
2023-06-17 20:00:00-03:00,16.11,0.0,0.0
2023-06-17 21:00:00-03:00,15.37,0.0,0.0
2023-06-17 22:00:00-03:00,14.74,0.0,0.0
2023-06-17 23:00:00-03:00,14.21,0.0,0.0
2023-06-18 00:00:00-03:00,14.14,0.0,0.0
2023-06-18 01:00:00-03:00,13.52,0.0,0.0
2023-06-18 02:00:00-03:00,13.0,0.0,0.0
2023-06-18 03:00:00-03:00,12.52,0.0,0.0
2023-06-18 04:00:00-03:00,12.02,0.0,0.0
2023-06-18 05:00:00-03:00,12.1,0.0,0.0
2023-06-18 06:00:00-03:00,11.8,98.78,49.65
2023-06-18 07:00:00-03:00,13.42,429.08,237.53
2023-06-18 08:00:00-03:00,15.74,723.89,457.06
2023-06-18 09:00:00-03:00,19.07,905.05,628.23
2023-06-18 10:00:00-03:00,22.62,1033.4,755.64
2023-06-18 11:00:00-03:00,24.21,1079.99,806.69
2023-06-18 12:00:00-03:00,25.47,720.74,617.33
2023-06-18 13:00:00-03:00,25.86,613.93,524.78
2023-06-18 14:00:00-03:00,24.87,519.99,418.61
2023-06-18 15:00:00-03:00,25.27,332.59,259.94
2023-06-18 16:00:00-03:00,24.26,281.89,131.34
2023-06-18 17:00:00-03:00,21.08,106.03,13.1
2023-06-18 18:00:00-03:00,19.1,0.0,0.0
2023-06-18 19:00:00-03:00,17.48,0.0,0.0
2023-06-18 20:00:00-03:00,16.71,0.0,0.0
2023-06-18 21:00:00-03:00,15.51,0.0,0.0
2023-06-18 22:00:00-03:00,15.96,0.0,0.0
2023-06-18 23:00:00-03:00,13.54,0.0,0.0
2023-06-19 00:00:00-03:00,14.34,0.0,0.0
2023-06-19 01:00:00-03:00,14.07,0.0,0.0
2023-06-19 02:00:00-03:00,12.69,0.0,0.0
2023-06-19 03:00:00-03:00,12.55,0.0,0.0
2023-06-19 04:00:00-03:00,11.31,0.0,0.0
2023-06-19 05:00:00-03:00,12.02,0.0,0.0
2023-06-19 06:00:00-03:00,12.03,119.4,51.64
2023-06-19 07:00:00-03:00,15.44,453.65,246.38
2023-06-19 08:00:00-03:00,19.25,739.45,466.31
2023-06-19 09:00:00-03:00,21.86,919.51,637.84
2023-06-19 10:00:00-03:00,23.35,1032.82,755.04
2023-06-19 11:00:00-03:00,24.66,1062.54,798.57
2023-06-19 12:00:00-03:00,25.02,917.84,702.85
2023-06-19 13:00:00-03:00,24.8,623.4,517.34
2023-06-19 14:00:00-03:00,25.1,396.47,340.79
2023-06-19 15:00:00-03:00,25.59,364.8,261.42
2023-06-19 16:00:00-03:00,24.2,153.39,110.38
2023-06-19 17:00:00-03:00,21.31,24.48,9.86
2023-06-19 18:00:00-03:00,20.14,0.0,0.0
2023-06-19 19:00:00-03:00,18.2,0.0,0.0
2023-06-19 20:00:00-03:00,17.76,0.0,0.0
2023-06-19 21:00:00-03:00,17.33,0.0,0.0
2023-06-19 22:00:00-03:00,17.74,0.0,0.0
2023-06-19 23:00:00-03:00,17.65,0.0,0.0
2023-06-20 00:00:00-03:00,17.61,0.0,0.0
2023-06-20 01:00:00-03:00,17.09,0.0,0.0
2023-06-20 02:00:00-03:00,16.59,0.0,0.0
2023-06-20 03:00:00-03:00,16.29,0.0,0.0
2023-06-20 04:00:00-03:00,16.34,0.0,0.0
2023-06-20 05:00:00-03:00,16.03,0.0,0.0
2023-06-20 06:00:00-03:00,15.77,117.58,50.07
2023-06-20 07:00:00-03:00,17.57,464.46,248.75
2023-06-20 08:00:00-03:00,19.34,738.61,465.5
2023-06-20 09:00:00-03:00,20.96,918.81,637.14
2023-06-20 10:00:00-03:00,22.35,1025.26,751.44
2023-06-20 11:00:00-03:00,24.03,1063.6,799.02
2023-06-20 12:00:00-03:00,25.14,943.87,738.67
2023-06-20 13:00:00-03:00,25.05,485.53,417.35
2023-06-20 14:00:00-03:00,24.99,462.12,375.37
2023-06-20 15:00:00-03:00,24.74,313.9,270.28
2023-06-20 16:00:00-03:00,23.63,197.93,121.2
2023-06-20 17:00:00-03:00,20.77,33.22,10.89
2023-06-20 18:00:00-03:00,19.55,0.0,0.0
2023-06-20 19:00:00-03:00,18.02,0.0,0.0
2023-06-20 20:00:00-03:00,18.13,0.0,0.0
2023-06-20 21:00:00-03:00,16.32,0.0,0.0
2023-06-20 22:00:00-03:00,17.76,0.0,0.0
2023-06-20 23:00:00-03:00,16.54,0.0,0.0
2023-06-21 00:00:00-03:00,16.63,0.0,0.0
2023-06-21 01:00:00-03:00,13.89,0.0,0.0
