air_temp,dhi,dni,ghi,gti,wind_speed_10m,period_end,period
30,261,614,772,855,3.9,2023-08-12T16:15:00+00:00,PT15M
30,226,676,778,867,3.9,2023-08-12T16:30:00+00:00,PT15M
30,247,616,739,821,3.9,2023-08-12T16:45:00+00:00,PT15M
30,266,553,695,769,3.9,2023-08-12T17:00:00+00:00,PT15M
30,349,318,589,631,3.9,2023-08-12T17:15:00+00:00,PT15M
30,222,604,657,734,3.9,2023-08-12T17:30:00+00:00,PT15M
30,260,470,584,644,3.9,2023-08-12T17:45:00+00:00,PT15M
30,151,722,619,705,3.9,2023-08-12T18:00:00+00:00,PT15M
30,78,882,617,715,3.9,2023-08-12T18:15:00+00:00,PT15M
30,75,868,568,663,3.9,2023-08-12T18:30:00+00:00,PT15M
30,77,833,513,604,3.9,2023-08-12T18:45:00+00:00,PT15M
30,166,488,397,455,3.9,2023-08-12T19:00:00+00:00,PT15M
30,75,762,399,480,3.9,2023-08-12T19:15:00+00:00,PT15M
29,103,580,320,383,3.9,2023-08-12T19:30:00+00:00,PT15M
29,87,565,265,323,3.8,2023-08-12T19:45:00+00:00,PT15M
29,83,467,205,254,3.7,2023-08-12T20:00:00+00:00,PT15M
29,49,558,165,220,3.6,2023-08-12T20:15:00+00:00,PT15M
28,65,117,84,96,3.3,2023-08-12T20:30:00+00:00,PT15M
27,38,95,46,54,3,2023-08-12T20:45:00+00:00,PT15M
26,11,10,11,12,2.7,2023-08-12T21:00:00+00:00,PT15M
25,0,0,0,0,2.7,2023-08-12T21:15:00+00:00,PT15M
25,0,0,0,0,2.8,2023-08-12T21:30:00+00:00,PT15M
24,0,0,0,0,2.9,2023-08-12T21:45:00+00:00,PT15M
24,0,0,0,0,3,2023-08-12T22:00:00+00:00,PT15M
23,0,0,0,0,3,2023-08-12T22:15:00+00:00,PT15M
23,0,0,0,0,3.1,2023-08-12T22:30:00+00:00,PT15M
23,0,0,0,0,3.1,2023-08-12T22:45:00+00:00,PT15M
22,0,0,0,0,3.1,2023-08-12T23:00:00+00:00,PT15M
22,0,0,0,0,3.1,2023-08-12T23:15:00+00:00,PT15M
22,0,0,0,0,3,2023-08-12T23:30:00+00:00,PT15M
22,0,0,0,0,3,2023-08-12T23:45:00+00:00,PT15M
21,0,0,0,0,2.9,2023-08-13T00:00:00+00:00,PT15M
21,0,0,0,0,2.8,2023-08-13T00:15:00+00:00,PT15M
21,0,0,0,0,2.7,2023-08-13T00:30:00+00:00,PT15M
21,0,0,0,0,2.7,2023-08-13T00:45:00+00:00,PT15M
21,0,0,0,0,2.6,2023-08-13T01:00:00+00:00,PT15M
21,0,0,0,0,2.6,2023-08-13T01:15:00+00:00,PT15M
21,0,0,0,0,2.5,2023-08-13T01:30:00+00:00,PT15M
20,0,0,0,0,2.5,2023-08-13T01:45:00+00:00,PT15M
20,0,0,0,0,2.5,2023-08-13T02:00:00+00:00,PT15M
20,0,0,0,0,2.4,2023-08-13T02:15:00+00:00,PT15M
20,0,0,0,0,2.4,2023-08-13T02:30:00+00:00,PT15M
19,0,0,0,0,2.3,2023-08-13T02:45:00+00:00,PT15M
19,0,0,0,0,2.2,2023-08-13T03:00:00+00:00,PT15M
19,0,0,0,0,2.2,2023-08-13T03:15:00+00:00,PT15M
19,0,0,0,0,2.1,2023-08-13T03:30:00+00:00,PT15M
18,0,0,0,0,2.1,2023-08-13T03:45:00+00:00,PT15M
18,0,0,0,0,2,2023-08-13T04:00:00+00:00,PT15M
18,0,0,0,0,2,2023-08-13T04:15:00+00:00,PT15M
18,0,0,0,0,2.1,2023-08-13T04:30:00+00:00,PT15M
18,0,0,0,0,2.2,2023-08-13T04:45:00+00:00,PT15M
18,0,0,0,0,2.3,2023-08-13T05:00:00+00:00,PT15M
17,0,0,0,0,2.3,2023-08-13T05:15:00+00:00,PT15M
17,0,0,0,0,2.4,2023-08-13T05:30:00+00:00,PT15M
17,0,0,0,0,2.4,2023-08-13T05:45:00+00:00,PT15M
17,0,0,0,0,2.5,2023-08-13T06:00:00+00:00,PT15M
17,0,0,0,0,2.5,2023-08-13T06:15:00+00:00,PT15M
17,0,0,0,0,2.5,2023-08-13T06:30:00+00:00,PT15M
17,0,0,0,0,2.4,2023-08-13T06:45:00+00:00,PT15M
16,0,0,0,0,2.4,2023-08-13T07:00:00+00:00,PT15M
16,0,0,0,0,2.5,2023-08-13T07:15:00+00:00,PT15M
16,0,0,0,0,2.6,2023-08-13T07:30:00+00:00,PT15M
16,0,0,0,0,2.7,2023-08-13T07:45:00+00:00,PT15M
16,0,0,0,0,2.7,2023-08-13T08:00:00+00:00,PT15M
16,0,0,0,0,2.7,2023-08-13T08:15:00+00:00,PT15M
16,0,0,0,0,2.6,2023-08-13T08:30:00+00:00,PT15M
16,0,0,0,0,2.4,2023-08-13T08:45:00+00:00,PT15M
17,0,0,0,0,2.3,2023-08-13T09:00:00+00:00,PT15M
17,0,0,0,0,2.2,2023-08-13T09:15:00+00:00,PT15M
17,0,0,0,0,2.2,2023-08-13T09:30:00+00:00,PT15M
18,5,0,5,5,2.2,2023-08-13T09:45:00+00:00,PT15M
18,26,148,39,53,2.2,2023-08-13T10:00:00+00:00,PT15M
19,52,191,78,97,2.2,2023-08-13T10:15:00+00:00,PT15M
19,73,276,125,154,2.3,2023-08-13T10:30:00+00:00,PT15M
20,57,578,201,258,2.5,2023-08-13T10:45:00+00:00,PT15M
20,56,689,265,333,2.6,2023-08-13T11:00:00+00:00,PT15M
21,61,736,324,398,2.8,2023-08-13T11:15:00+00:00,PT15M
21,65,773,382,461,3,2023-08-13T11:30:00+00:00,PT15M
22,68,805,439,523,3.2,2023-08-13T11:45:00+00:00,PT15M
23,70,832,494,582,3.4,2023-08-13T12:00:00+00:00,PT15M
23,71,855,547,639,3.6,2023-08-13T12:15:00+00:00,PT15M
23,72,875,597,693,3.6,2023-08-13T12:30:00+00:00,PT15M
24,74,891,644,743,3.6,2023-08-13T12:45:00+00:00,PT15M
24,75,904,688,789,3.7,2023-08-13T13:00:00+00:00,PT15M
25,77,914,728,831,3.6,2023-08-13T13:15:00+00:00,PT15M
25,78,923,764,869,3.5,2023-08-13T13:30:00+00:00,PT15M
25,79,930,796,903,3.3,2023-08-13T13:45:00+00:00,PT15M
26,80,936,823,933,3.2,2023-08-13T14:00:00+00:00,PT15M
26,81,941,847,957,3.1,2023-08-13T14:15:00+00:00,PT15M
27,81,945,866,977,3.2,2023-08-13T14:30:00+00:00,PT15M
28,82,947,880,992,3.2,2023-08-13T14:45:00+00:00,PT15M
28,84,947,890,1003,3.3,2023-08-13T15:00:00+00:00,PT15M
29,85,946,895,1008,3.4,2023-08-13T15:15:00+00:00,PT15M
29,87,944,895,1008,3.5,2023-08-13T15:30:00+00:00,PT15M
29,120,879,871,978,3.6,2023-08-13T15:45:00+00:00,PT15M
29,87,940,882,994,3.7,2023-08-13T16:00:00+00:00,PT15M
29,159,798,825,924,3.8,2023-08-13T16:15:00+00:00,PT15M
29,86,934,851,961,3.9,2023-08-13T16:30:00+00:00,PT15M
29,84,930,829,938,3.9,2023-08-13T16:45:00+00:00,PT15M
29,187,708,738,827,3.9,2023-08-13T17:00:00+00:00,PT15M
29,177,712,712,801,4,2023-08-13T17:15:00+00:00,PT15M
29,158,733,688,777,4,2023-08-13T17:30:00+00:00,PT15M
30,136,764,662,753,4,2023-08-13T17:45:00+00:00,PT15M
30,96,839,643,738,4,2023-08-13T18:00:00+00:00,PT15M
29,75,873,610,705,4,2023-08-13T18:15:00+00:00,PT15M
29,74,854,561,653,4,2023-08-13T18:30:00+00:00,PT15M
29,73,829,508,596,4,2023-08-13T18:45:00+00:00,PT15M
29,70,805,454,538,4,2023-08-13T19:00:00+00:00,PT15M
29,102,639,376,445,4,2023-08-13T19:15:00+00:00,PT15M
29,89,622,324,389,4,2023-08-13T19:30:00+00:00,PT15M
28,122,356,237,276,3.9,2023-08-13T19:45:00+00:00,PT15M
28,104,305,186,218,3.9,2023-08-13T20:00:00+00:00,PT15M
28,97,114,122,133,3.8,2023-08-13T20:15:00+00:00,PT15M
27,72,26,76,78,3.5,2023-08-13T20:30:00+00:00,PT15M
27,41,13,42,43,3.3,2023-08-13T20:45:00+00:00,PT15M
26,8,0,8,8,3,2023-08-13T21:00:00+00:00,PT15M
26,0,0,0,0,2.9,2023-08-13T21:15:00+00:00,PT15M
25,0,0,0,0,2.8,2023-08-13T21:30:00+00:00,PT15M
25,0,0,0,0,2.8,2023-08-13T21:45:00+00:00,PT15M
24,0,0,0,0,2.7,2023-08-13T22:00:00+00:00,PT15M
23,0,0,0,0,2.7,2023-08-13T22:15:00+00:00,PT15M
23,0,0,0,0,2.7,2023-08-13T22:30:00+00:00,PT15M
23,0,0,0,0,2.7,2023-08-13T22:45:00+00:00,PT15M
23,0,0,0,0,2.7,2023-08-13T23:00:00+00:00,PT15M
23,0,0,0,0,2.7,2023-08-13T23:15:00+00:00,PT15M
23,0,0,0,0,2.6,2023-08-13T23:30:00+00:00,PT15M
22,0,0,0,0,2.6,2023-08-13T23:45:00+00:00,PT15M
22,0,0,0,0,2.6,2023-08-14T00:00:00+00:00,PT15M
22,0,0,0,0,2.5,2023-08-14T00:15:00+00:00,PT15M
22,0,0,0,0,2.4,2023-08-14T00:30:00+00:00,PT15M
22,0,0,0,0,2.3,2023-08-14T00:45:00+00:00,PT15M
21,0,0,0,0,2.2,2023-08-14T01:00:00+00:00,PT15M
21,0,0,0,0,2.2,2023-08-14T01:15:00+00:00,PT15M
21,0,0,0,0,2.1,2023-08-14T01:30:00+00:00,PT15M
21,0,0,0,0,2.1,2023-08-14T01:45:00+00:00,PT15M
21,0,0,0,0,2,2023-08-14T02:00:00+00:00,PT15M
20,0,0,0,0,2,2023-08-14T02:15:00+00:00,PT15M
20,0,0,0,0,1.9,2023-08-14T02:30:00+00:00,PT15M
20,0,0,0,0,1.9,2023-08-14T02:45:00+00:00,PT15M
19,0,0,0,0,1.9,2023-08-14T03:00:00+00:00,PT15M
19,0,0,0,0,1.8,2023-08-14T03:15:00+00:00,PT15M
19,0,0,0,0,1.8,2023-08-14T03:30:00+00:00,PT15M
19,0,0,0,0,1.8,2023-08-14T03:45:00+00:00,PT15M
19,0,0,0,0,1.8,2023-08-14T04:00:00+00:00,PT15M
19,0,0,0,0,1.8,2023-08-14T04:15:00+00:00,PT15M
18,0,0,0,0,1.8,2023-08-14T04:30:00+00:00,PT15M
18,0,0,0,0,1.8,2023-08-14T04:45:00+00:00,PT15M
18,0,0,0,0,1.8,2023-08-14T05:00:00+00:00,PT15M
18,0,0,0,0,1.8,2023-08-14T05:15:00+00:00,PT15M
18,0,0,0,0,1.8,2023-08-14T05:30:00+00:00,PT15M
18,0,0,0,0,1.9,2023-08-14T05:45:00+00:00,PT15M
17,0,0,0,0,1.9,2023-08-14T06:00:00+00:00,PT15M
17,0,0,0,0,1.9,2023-08-14T06:15:00+00:00,PT15M
17,0,0,0,0,1.9,2023-08-14T06:30:00+00:00,PT15M
17,0,0,0,0,1.9,2023-08-14T06:45:00+00:00,PT15M
17,0,0,0,0,1.9,2023-08-14T07:00:00+00:00,PT15M
17,0,0,0,0,1.9,2023-08-14T07:15:00+00:00,PT15M
17,0,0,0,0,1.8,2023-08-14T07:30:00+00:00,PT15M
17,0,0,0,0,1.8,2023-08-14T07:45:00+00:00,PT15M
17,0,0,0,0,1.7,2023-08-14T08:00:00+00:00,PT15M
17,0,0,0,0,1.8,2023-08-14T08:15:00+00:00,PT15M
17,0,0,0,0,1.9,2023-08-14T08:30:00+00:00,PT15M
17,0,0,0,0,2,2023-08-14T08:45:00+00:00,PT15M
17,0,0,0,0,2.1,2023-08-14T09:00:00+00:00,PT15M
17,0,0,0,0,2.2,2023-08-14T09:15:00+00:00,PT15M
17,0,0,0,0,2.4,2023-08-14T09:30:00+00:00,PT15M
18,6,0,6,6,2.5,2023-08-14T09:45:00+00:00,PT15M
18,28,122,39,49,2.7,2023-08-14T10:00:00+00:00,PT15M
19,35,428,92,133,2.9,2023-08-14T10:15:00+00:00,PT15M
19,45,535,148,199,3.1,2023-08-14T10:30:00+00:00,PT15M
20,53,613,205,265,3.3,2023-08-14T10:45:00+00:00,PT15M
20,59,670,264,330,3.5,2023-08-14T11:00:00+00:00,PT15M
21,65,715,323,394,3.8,2023-08-14T11:15:00+00:00,PT15M
21,71,750,380,457,4.1,2023-08-14T11:30:00+00:00,PT15M
22,75,779,437,518,4.4,2023-08-14T11:45:00+00:00,PT15M
22,80,803,491,576,4.7,2023-08-14T12:00:00+00:00,PT15M
23,83,823,543,632,4.9,2023-08-14T12:15:00+00:00,PT15M
23,87,839,593,684,5,2023-08-14T12:30:00+00:00,PT15M
23,90,854,639,734,5.1,2023-08-14T12:45:00+00:00,PT15M
24,92,868,683,780,5.2,2023-08-14T13:00:00+00:00,PT15M
24,94,879,722,822,5.2,2023-08-14T13:15:00+00:00,PT15M
24,96,889,758,860,5.2,2023-08-14T13:30:00+00:00,PT15M
25,97,896,790,894,5.1,2023-08-14T13:45:00+00:00,PT15M
25,100,901,818,923,5.1,2023-08-14T14:00:00+00:00,PT15M
25,102,905,841,947,5.1,2023-08-14T14:15:00+00:00,PT15M
26,104,907,859,967,5.1,2023-08-14T14:30:00+00:00,PT15M
26,104,910,874,982,5.1,2023-08-14T14:45:00+00:00,PT15M
27,104,914,884,993,5.1,2023-08-14T15:00:00+00:00,PT15M
27,103,916,890,999,5.1,2023-08-14T15:15:00+00:00,PT15M
27,175,781,846,943,5.1,2023-08-14T15:30:00+00:00,PT15M
27,263,608,784,864,5.1,2023-08-14T15:45:00+00:00,PT15M
27,346,429,710,768,5.1,2023-08-14T16:00:00+00:00,PT15M
28,369,367,676,725,5.1,2023-08-14T16:15:00+00:00,PT15M
28,302,498,712,778,5.1,2023-08-14T16:30:00+00:00,PT15M
27,288,513,700,767,5.1,2023-08-14T16:45:00+00:00,PT15M
27,271,529,684,753,5.1,2023-08-14T17:00:00+00:00,PT15M
27,255,541,663,732,5.1,2023-08-14T17:15:00+00:00,PT15M
27,227,577,645,718,5.1,2023-08-14T17:30:00+00:00,PT15M
27,232,533,601,667,5.1,2023-08-14T17:45:00+00:00,PT15M
27,217,533,566,631,5,2023-08-14T18:00:00+00:00,PT15M
27,309,200,432,455,5,2023-08-14T18:15:00+00:00,PT15M
27,311,5,314,309,5,2023-08-14T18:30:00+00:00,PT15M
27,271,12,277,275,5,2023-08-14T18:45:00+00:00,PT15M
27,142,556,406,466,4.9,2023-08-14T19:00:00+00:00,PT15M
27,94,670,382,452,4.9,2023-08-14T19:15:00+00:00,PT15M
27,74,692,334,404,4.9,2023-08-14T19:30:00+00:00,PT15M
27,109,410,244,286,4.9,2023-08-14T19:45:00+00:00,PT15M
26,87,426,200,243,4.9,2023-08-14T20:00:00+00:00,PT15M
26,84,230,134,157,4.7,2023-08-14T20:15:00+00:00,PT15M
26,64,0,64,62,4.4,2023-08-14T20:30:00+00:00,PT15M
25,26,0,26,25,4.1,2023-08-14T20:45:00+00:00,PT15M
25,7,0,7,7,3.9,2023-08-14T21:00:00+00:00,PT15M
24,0,0,0,0,3.8,2023-08-14T21:15:00+00:00,PT15M
24,0,0,0,0,3.8,2023-08-14T21:30:00+00:00,PT15M
24,0,0,0,0,3.9,2023-08-14T21:45:00+00:00,PT15M
23,0,0,0,0,3.9,2023-08-14T22:00:00+00:00,PT15M
23,0,0,0,0,3.9,2023-08-14T22:15:00+00:00,PT15M
22,0,0,0,0,3.7,2023-08-14T22:30:00+00:00,PT15M
22,0,0,0,0,3.5,2023-08-14T22:45:00+00:00,PT15M
22,0,0,0,0,3.4,2023-08-14T23:00:00+00:00,PT15M
22,0,0,0,0,3.3,2023-08-14T23:15:00+00:00,PT15M
22,0,0,0,0,3.2,2023-08-14T23:30:00+00:00,PT15M
21,0,0,0,0,3.1,2023-08-14T23:45:00+00:00,PT15M
21,0,0,0,0,3,2023-08-15T00:00:00+00:00,PT15M
21,0,0,0,0,2.9,2023-08-15T00:15:00+00:00,PT15M
21,0,0,0,0,2.7,2023-08-15T00:30:00+00:00,PT15M
21,0,0,0,0,2.6,2023-08-15T00:45:00+00:00,PT15M
21,0,0,0,0,2.4,2023-08-15T01:00:00+00:00,PT15M
21,0,0,0,0,2.3,2023-08-15T01:15:00+00:00,PT15M
20,0,0,0,0,2.2,2023-08-15T01:30:00+00:00,PT15M
20,0,0,0,0,2.2,2023-08-15T01:45:00+00:00,PT15M
20,0,0,0,0,2.1,2023-08-15T02:00:00+00:00,PT15M
20,0,0,0,0,2,2023-08-15T02:15:00+00:00,PT15M
20,0,0,0,0,2,2023-08-15T02:30:00+00:00,PT15M
19,0,0,0,0,2,2023-08-15T02:45:00+00:00,PT15M
19,0,0,0,0,2,2023-08-15T03:00:00+00:00,PT15M
19,0,0,0,0,2,2023-08-15T03:15:00+00:00,PT15M
19,0,0,0,0,1.9,2023-08-15T03:30:00+00:00,PT15M
19,0,0,0,0,1.9,2023-08-15T03:45:00+00:00,PT15M
19,0,0,0,0,1.9,2023-08-15T04:00:00+00:00,PT15M
18,0,0,0,0,1.9,2023-08-15T04:15:00+00:00,PT15M
18,0,0,0,0,2,2023-08-15T04:30:00+00:00,PT15M
18,0,0,0,0,2,2023-08-15T04:45:00+00:00,PT15M
18,0,0,0,0,2.1,2023-08-15T05:00:00+00:00,PT15M
18,0,0,0,0,2.1,2023-08-15T05:15:00+00:00,PT15M
18,0,0,0,0,2.2,2023-08-15T05:30:00+00:00,PT15M
17,0,0,0,0,2.3,2023-08-15T05:45:00+00:00,PT15M
17,0,0,0,0,2.3,2023-08-15T06:00:00+00:00,PT15M
17,0,0,0,0,2.4,2023-08-15T06:15:00+00:00,PT15M
17,0,0,0,0,2.4,2023-08-15T06:30:00+00:00,PT15M
17,0,0,0,0,2.5,2023-08-15T06:45:00+00:00,PT15M
17,0,0,0,0,2.5,2023-08-15T07:00:00+00:00,PT15M
17,0,0,0,0,2.6,2023-08-15T07:15:00+00:00,PT15M
17,0,0,0,0,2.6,2023-08-15T07:30:00+00:00,PT15M
16,0,0,0,0,2.7,2023-08-15T07:45:00+00:00,PT15M
16,0,0,0,0,2.8,2023-08-15T08:00:00+00:00,PT15M
16,0,0,0,0,2.8,2023-08-15T08:15:00+00:00,PT15M
16,0,0,0,0,2.9,2023-08-15T08:30:00+00:00,PT15M
16,0,0,0,0,3,2023-08-15T08:45:00+00:00,PT15M
16,0,0,0,0,3.1,2023-08-15T09:00:00+00:00,PT15M
16,0,0,0,0,3.2,2023-08-15T09:15:00+00:00,PT15M
17,0,0,0,0,3.3,2023-08-15T09:30:00+00:00,PT15M
17,3,0,3,3,3.5,2023-08-15T09:45:00+00:00,PT15M
18,28,0,28,27,3.7,2023-08-15T10:00:00+00:00,PT15M
18,62,20,66,67,3.8,2023-08-15T10:15:00+00:00,PT15M
18,79,228,125,147,3.8,2023-08-15T10:30:00+00:00,PT15M
18,88,385,184,223,3.8,2023-08-15T10:45:00+00:00,PT15M
19,82,562,254,310,3.9,2023-08-15T11:00:00+00:00,PT15M
19,170,213,247,270,4.1,2023-08-15T11:15:00+00:00,PT15M
19,208,160,275,292,4.4,2023-08-15T11:30:00+00:00,PT15M
20,176,419,372,420,4.7,2023-08-15T11:45:00+00:00,PT15M
20,139,619,458,527,5,2023-08-15T12:00:00+00:00,PT15M
20,98,784,539,623,5.2,2023-08-15T12:15:00+00:00,PT15M
21,120,756,577,662,5.3,2023-08-15T12:30:00+00:00,PT15M
21,132,754,619,704,5.3,2023-08-15T12:45:00+00:00,PT15M
21,318,296,520,557,5.4,2023-08-15T13:00:00+00:00,PT15M
22,238,551,634,702,5.4,2023-08-15T13:15:00+00:00,PT15M
22,215,633,689,767,5.3,2023-08-15T13:30:00+00:00,PT15M
22,226,629,715,793,5.2,2023-08-15T13:45:00+00:00,PT15M
23,244,609,731,808,5.1,2023-08-15T14:00:00+00:00,PT15M
23,172,768,803,896,5.1,2023-08-15T14:15:00+00:00,PT15M
24,185,754,814,907,5,2023-08-15T14:30:00+00:00,PT15M
24,269,595,774,851,5,2023-08-15T14:45:00+00:00,PT15M
24,341,452,728,788,5,2023-08-15T15:00:00+00:00,PT15M
25,320,499,749,815,5,2023-08-15T15:15:00+00:00,PT15M
25,372,386,704,756,5,2023-08-15T15:30:00+00:00,PT15M
25,472,140,592,607,5.1,2023-08-15T15:45:00+00:00,PT15M
25,494,56,542,543,5.1,2023-08-15T16:00:00+00:00,PT15M
25,459,139,576,591,5.1,2023-08-15T16:15:00+00:00,PT15M
25,325,448,694,752,5.1,2023-08-15T16:30:00+00:00,PT15M
25,260,574,722,796,5.1,2023-08-15T16:45:00+00:00,PT15M
25,255,566,699,771,5.1,2023-08-15T17:00:00+00:00,PT15M
26,134,811,746,840,5.1,2023-08-15T17:15:00+00:00,PT15M
26,110,848,727,823,5.1,2023-08-15T17:30:00+00:00,PT15M
26,85,891,703,801,5,2023-08-15T17:45:00+00:00,PT15M
26,85,877,660,755,5,2023-08-15T18:00:00+00:00,PT15M
26,83,860,614,706,5,2023-08-15T18:15:00+00:00,PT15M
26,136,673,525,598,5,2023-08-15T18:30:00+00:00,PT15M
26,164,556,456,519,5,2023-08-15T18:45:00+00:00,PT15M
26,117,656,432,501,4.9,2023-08-15T19:00:00+00:00,PT15M
25,75,756,400,477,4.9,2023-08-15T19:15:00+00:00,PT15M
25,71,717,342,413,4.9,2023-08-15T19:30:00+00:00,PT15M
25,66,671,283,348,4.8,2023-08-15T19:45:00+00:00,PT15M
25,59,616,224,283,4.8,2023-08-15T20:00:00+00:00,PT15M
24,70,352,147,180,4.6,2023-08-15T20:15:00+00:00,PT15M
24,71,54,79,84,4.4,2023-08-15T20:30:00+00:00,PT15M
24,28,0,28,28,4.1,2023-08-15T20:45:00+00:00,PT15M
23,4,0,4,4,3.9,2023-08-15T21:00:00+00:00,PT15M
23,0,0,0,0,3.8,2023-08-15T21:15:00+00:00,PT15M
22,0,0,0,0,3.8,2023-08-15T21:30:00+00:00,PT15M
22,0,0,0,0,3.8,2023-08-15T21:45:00+00:00,PT15M
21,0,0,0,0,3.9,2023-08-15T22:00:00+00:00,PT15M
21,0,0,0,0,3.8,2023-08-15T22:15:00+00:00,PT15M
21,0,0,0,0,3.7,2023-08-15T22:30:00+00:00,PT15M
21,0,0,0,0,3.6,2023-08-15T22:45:00+00:00,PT15M
20,0,0,0,0,3.4,2023-08-15T23:00:00+00:00,PT15M
20,0,0,0,0,3.3,2023-08-15T23:15:00+00:00,PT15M
20,0,0,0,0,3.1,2023-08-15T23:30:00+00:00,PT15M
20,0,0,0,0,2.9,2023-08-15T23:45:00+00:00,PT15M
19,0,0,0,0,2.8,2023-08-16T00:00:00+00:00,PT15M
19,0,0,0,0,2.6,2023-08-16T00:15:00+00:00,PT15M
19,0,0,0,0,2.6,2023-08-16T00:30:00+00:00,PT15M
19,0,0,0,0,2.5,2023-08-16T00:45:00+00:00,PT15M
19,0,0,0,0,2.4,2023-08-16T01:00:00+00:00,PT15M
18,0,0,0,0,2.3,2023-08-16T01:15:00+00:00,PT15M
18,0,0,0,0,2.2,2023-08-16T01:30:00+00:00,PT15M
18,0,0,0,0,2.2,2023-08-16T01:45:00+00:00,PT15M
18,0,0,0,0,2.1,2023-08-16T02:00:00+00:00,PT15M
18,0,0,0,0,2,2023-08-16T02:15:00+00:00,PT15M
18,0,0,0,0,2,2023-08-16T02:30:00+00:00,PT15M
17,0,0,0,0,2,2023-08-16T02:45:00+00:00,PT15M
17,0,0,0,0,2,2023-08-16T03:00:00+00:00,PT15M
17,0,0,0,0,1.9,2023-08-16T03:15:00+00:00,PT15M
17,0,0,0,0,1.9,2023-08-16T03:30:00+00:00,PT15M
17,0,0,0,0,2,2023-08-16T03:45:00+00:00,PT15M
16,0,0,0,0,2,2023-08-16T04:00:00+00:00,PT15M
16,0,0,0,0,2,2023-08-16T04:15:00+00:00,PT15M
16,0,0,0,0,2,2023-08-16T04:30:00+00:00,PT15M
16,0,0,0,0,2.1,2023-08-16T04:45:00+00:00,PT15M
16,0,0,0,0,2.1,2023-08-16T05:00:00+00:00,PT15M
16,0,0,0,0,2.2,2023-08-16T05:15:00+00:00,PT15M
16,0,0,0,0,2.3,2023-08-16T05:30:00+00:00,PT15M
16,0,0,0,0,2.5,2023-08-16T05:45:00+00:00,PT15M
16,0,0,0,0,2.6,2023-08-16T06:00:00+00:00,PT15M
16,0,0,0,0,2.7,2023-08-16T06:15:00+00:00,PT15M
16,0,0,0,0,2.8,2023-08-16T06:30:00+00:00,PT15M
16,0,0,0,0,3,2023-08-16T06:45:00+00:00,PT15M
16,0,0,0,0,3.1,2023-08-16T07:00:00+00:00,PT15M
16,0,0,0,0,3.3,2023-08-16T07:15:00+00:00,PT15M
16,0,0,0,0,3.4,2023-08-16T07:30:00+00:00,PT15M
16,0,0,0,0,3.5,2023-08-16T07:45:00+00:00,PT15M
16,0,0,0,0,3.6,2023-08-16T08:00:00+00:00,PT15M
16,0,0,0,0,3.6,2023-08-16T08:15:00+00:00,PT15M
16,0,0,0,0,3.6,2023-08-16T08:30:00+00:00,PT15M
15,0,0,0,0,3.7,2023-08-16T08:45:00+00:00,PT15M
15,0,0,0,0,3.7,2023-08-16T09:00:00+00:00,PT15M
15,0,0,0,0,3.8,2023-08-16T09:15:00+00:00,PT15M
16,0,0,0,0,3.9,2023-08-16T09:30:00+00:00,PT15M
16,5,0,5,5,4,2023-08-16T09:45:00+00:00,PT15M
17,32,0,32,31,4.1,2023-08-16T10:00:00+00:00,PT15M
17,60,0,60,59,4.2,2023-08-16T10:15:00+00:00,PT15M
18,87,20,91,92,4.2,2023-08-16T10:30:00+00:00,PT15M
18,109,234,169,193,4.2,2023-08-16T10:45:00+00:00,PT15M
18,101,458,242,288,4.2,2023-08-16T11:00:00+00:00,PT15M
18,103,551,305,362,4.3,2023-08-16T11:15:00+00:00,PT15M
19,197,221,290,314,4.6,2023-08-16T11:30:00+00:00,PT15M
19,145,523,394,449,4.8,2023-08-16T11:45:00+00:00,PT15M
20,94,760,488,567,5,2023-08-16T12:00:00+00:00,PT15M
20,139,664,514,587,5.2,2023-08-16T12:15:00+00:00,PT15M
20,231,436,497,548,5.2,2023-08-16T12:30:00+00:00,PT15M
21,228,497,551,610,5.3,2023-08-16T12:45:00+00:00,PT15M
21,192,628,623,698,5.4,2023-08-16T13:00:00+00:00,PT15M
21,190,661,666,745,5.4,2023-08-16T13:15:00+00:00,PT15M
22,196,668,699,779,5.3,2023-08-16T13:30:00+00:00,PT15M
22,195,691,733,817,5.3,2023-08-16T13:45:00+00:00,PT15M
23,282,521,700,766,5.3,2023-08-16T14:00:00+00:00,PT15M
23,216,674,771,855,5.3,2023-08-16T14:15:00+00:00,PT15M
24,216,686,792,877,5.3,2023-08-16T14:30:00+00:00,PT15M
24,205,714,813,902,5.3,2023-08-16T14:45:00+00:00,PT15M
25,205,719,823,913,5.3,2023-08-16T15:00:00+00:00,PT15M
25,244,647,803,885,5.3,2023-08-16T15:15:00+00:00,PT15M
25,244,647,804,886,5.3,2023-08-16T15:30:00+00:00,PT15M
25,307,518,753,821,5.2,2023-08-16T15:45:00+00:00,PT15M
25,295,535,752,821,5.2,2023-08-16T16:00:00+00:00,PT15M
26,358,388,686,736,5.1,2023-08-16T16:15:00+00:00,PT15M
26,350,391,674,724,5,2023-08-16T16:30:00+00:00,PT15M
26,367,330,634,676,5,2023-08-16T16:45:00+00:00,PT15M
26,326,400,640,691,4.9,2023-08-16T17:00:00+00:00,PT15M
26,288,461,639,696,4.9,2023-08-16T17:15:00+00:00,PT15M
26,339,296,555,591,4.8,2023-08-16T17:30:00+00:00,PT15M
26,274,424,567,618,4.8,2023-08-16T17:45:00+00:00,PT15M
