air_temp,dhi,dni,ghi,gti,wind_speed_10m,period_end,period
20,0,0,0,0,2.8,2023-06-01T00:15:00+00:00,PT15M
20,0,0,0,0,2.8,2023-06-01T00:30:00+00:00,PT15M
20,0,0,0,0,2.8,2023-06-01T00:45:00+00:00,PT15M
20,0,0,0,0,2.7,2023-06-01T01:00:00+00:00,PT15M
19,0,0,0,0,2.7,2023-06-01T01:15:00+00:00,PT15M
19,0,0,0,0,2.6,2023-06-01T01:30:00+00:00,PT15M
19,0,0,0,0,2.6,2023-06-01T01:45:00+00:00,PT15M
19,0,0,0,0,2.5,2023-06-01T02:00:00+00:00,PT15M
19,0,0,0,0,2.5,2023-06-01T02:15:00+00:00,PT15M
19,0,0,0,0,2.4,2023-06-01T02:30:00+00:00,PT15M
18,0,0,0,0,2.4,2023-06-01T02:45:00+00:00,PT15M
18,0,0,0,0,2.4,2023-06-01T03:00:00+00:00,PT15M
18,0,0,0,0,2.3,2023-06-01T03:15:00+00:00,PT15M
18,0,0,0,0,2.2,2023-06-01T03:30:00+00:00,PT15M
18,0,0,0,0,2,2023-06-01T03:45:00+00:00,PT15M
18,0,0,0,0,1.9,2023-06-01T04:00:00+00:00,PT15M
18,0,0,0,0,1.8,2023-06-01T04:15:00+00:00,PT15M
17,0,0,0,0,1.7,2023-06-01T04:30:00+00:00,PT15M
17,0,0,0,0,1.6,2023-06-01T04:45:00+00:00,PT15M
17,0,0,0,0,1.5,2023-06-01T05:00:00+00:00,PT15M
17,0,0,0,0,1.5,2023-06-01T05:15:00+00:00,PT15M
17,0,0,0,0,1.4,2023-06-01T05:30:00+00:00,PT15M
17,0,0,0,0,1.4,2023-06-01T05:45:00+00:00,PT15M
17,0,0,0,0,1.4,2023-06-01T06:00:00+00:00,PT15M
17,0,0,0,0,1.3,2023-06-01T06:15:00+00:00,PT15M
17,0,0,0,0,1.3,2023-06-01T06:30:00+00:00,PT15M
17,0,0,0,0,1.3,2023-06-01T06:45:00+00:00,PT15M
17,0,0,0,0,1.4,2023-06-01T07:00:00+00:00,PT15M
16,0,0,0,0,1.4,2023-06-01T07:15:00+00:00,PT15M
17,0,0,0,0,1.4,2023-06-01T07:30:00+00:00,PT15M
17,0,0,0,0,1.3,2023-06-01T07:45:00+00:00,PT15M
17,0,0,0,0,1.3,2023-06-01T08:00:00+00:00,PT15M
17,0,0,0,0,1.4,2023-06-01T08:15:00+00:00,PT15M
17,0,0,0,0,1.4,2023-06-01T08:30:00+00:00,PT15M
16,0,0,0,0,1.4,2023-06-01T08:45:00+00:00,PT15M
16,0,0,0,0,1.5,2023-06-01T09:00:00+00:00,PT15M
17,0,0,0,0,1.4,2023-06-01T09:15:00+00:00,PT15M
17,0,0,0,0,1.4,2023-06-01T09:30:00+00:00,PT15M
17,4,0,4,4,1.3,2023-06-01T09:45:00+00:00,PT15M
17,27,24,29,32,1.2,2023-06-01T10:00:00+00:00,PT15M
18,35,336,76,122,1.2,2023-06-01T10:15:00+00:00,PT15M
18,46,448,125,186,1.2,2023-06-01T10:30:00+00:00,PT15M
18,54,535,178,251,1.2,2023-06-01T10:45:00+00:00,PT15M
19,60,602,232,315,1.3,2023-06-01T11:00:00+00:00,PT15M
19,65,655,286,377,1.3,2023-06-01T11:15:00+00:00,PT15M
20,69,699,339,437,1.4,2023-06-01T11:30:00+00:00,PT15M
20,72,738,392,496,1.5,2023-06-01T11:45:00+00:00,PT15M
21,72,773,443,552,1.7,2023-06-01T12:00:00+00:00,PT15M
21,72,803,492,606,1.7,2023-06-01T12:15:00+00:00,PT15M
21,72,828,538,656,1.8,2023-06-01T12:30:00+00:00,PT15M
22,72,848,580,703,1.8,2023-06-01T12:45:00+00:00,PT15M
22,74,860,620,745,1.9,2023-06-01T13:00:00+00:00,PT15M
22,86,845,649,774,1.9,2023-06-01T13:15:00+00:00,PT15M
23,119,783,662,782,1.8,2023-06-01T13:30:00+00:00,PT15M
23,216,573,627,721,1.8,2023-06-01T13:45:00+00:00,PT15M
24,286,423,599,672,1.7,2023-06-01T14:00:00+00:00,PT15M
24,331,333,582,640,1.7,2023-06-01T14:15:00+00:00,PT15M
24,352,291,576,625,1.8,2023-06-01T14:30:00+00:00,PT15M
25,388,213,555,591,1.8,2023-06-01T14:45:00+00:00,PT15M
25,368,280,587,636,1.9,2023-06-01T15:00:00+00:00,PT15M
25,389,227,568,607,2,2023-06-01T15:15:00+00:00,PT15M
25,415,150,533,556,2.1,2023-06-01T15:30:00+00:00,PT15M
25,395,201,552,586,2.2,2023-06-01T15:45:00+00:00,PT15M
25,413,136,519,540,2.3,2023-06-01T16:00:00+00:00,PT15M
26,386,193,533,565,2.3,2023-06-01T16:15:00+00:00,PT15M
26,288,430,608,682,2.3,2023-06-01T16:30:00+00:00,PT15M
26,224,565,633,727,2.4,2023-06-01T16:45:00+00:00,PT15M
26,217,560,610,703,2.4,2023-06-01T17:00:00+00:00,PT15M
26,262,415,542,612,2.4,2023-06-01T17:15:00+00:00,PT15M
26,263,373,503,566,2.4,2023-06-01T17:30:00+00:00,PT15M
26,294,221,429,465,2.4,2023-06-01T17:45:00+00:00,PT15M
26,245,321,427,479,2.4,2023-06-01T18:00:00+00:00,PT15M
26,152,571,456,545,2.5,2023-06-01T18:15:00+00:00,PT15M
26,169,441,388,456,2.5,2023-06-01T18:30:00+00:00,PT15M
26,236,35,252,255,2.6,2023-06-01T18:45:00+00:00,PT15M
26,212,46,230,235,2.6,2023-06-01T19:00:00+00:00,PT15M
26,177,90,208,221,2.7,2023-06-01T19:15:00+00:00,PT15M
25,130,3,131,129,2.7,2023-06-01T19:30:00+00:00,PT15M
25,83,0,83,81,2.7,2023-06-01T19:45:00+00:00,PT15M
25,58,0,58,57,2.7,2023-06-01T20:00:00+00:00,PT15M
25,58,0,58,57,2.7,2023-06-01T20:15:00+00:00,PT15M
24,32,18,34,36,2.6,2023-06-01T20:30:00+00:00,PT15M
24,8,0,8,8,2.5,2023-06-01T20:45:00+00:00,PT15M
23,0,0,0,0,2.4,2023-06-01T21:00:00+00:00,PT15M
23,0,0,0,0,2.3,2023-06-01T21:15:00+00:00,PT15M
22,0,0,0,0,2.3,2023-06-01T21:30:00+00:00,PT15M
22,0,0,0,0,2.3,2023-06-01T21:45:00+00:00,PT15M
22,0,0,0,0,2.3,2023-06-01T22:00:00+00:00,PT15M
22,0,0,0,0,2.3,2023-06-01T22:15:00+00:00,PT15M
21,0,0,0,0,2.3,2023-06-01T22:30:00+00:00,PT15M
21,0,0,0,0,2.3,2023-06-01T22:45:00+00:00,PT15M
21,0,0,0,0,2.4,2023-06-01T23:00:00+00:00,PT15M
21,0,0,0,0,2.3,2023-06-01T23:15:00+00:00,PT15M
21,0,0,0,0,2.3,2023-06-01T23:30:00+00:00,PT15M
21,0,0,0,0,2.2,2023-06-01T23:45:00+00:00,PT15M
20,0,0,0,0,2.1,2023-06-02T00:00:00+00:00,PT15M
20,0,0,0,0,2.1,2023-06-02T00:15:00+00:00,PT15M
20,0,0,0,0,2.1,2023-06-02T00:30:00+00:00,PT15M
20,0,0,0,0,2.1,2023-06-02T00:45:00+00:00,PT15M
20,0,0,0,0,2.1,2023-06-02T01:00:00+00:00,PT15M
19,0,0,0,0,2.1,2023-06-02T01:15:00+00:00,PT15M
19,0,0,0,0,2.1,2023-06-02T01:30:00+00:00,PT15M
19,0,0,0,0,2.1,2023-06-02T01:45:00+00:00,PT15M
19,0,0,0,0,2.1,2023-06-02T02:00:00+00:00,PT15M
19,0,0,0,0,2,2023-06-02T02:15:00+00:00,PT15M
18,0,0,0,0,2,2023-06-02T02:30:00+00:00,PT15M
18,0,0,0,0,2,2023-06-02T02:45:00+00:00,PT15M
18,0,0,0,0,1.9,2023-06-02T03:00:00+00:00,PT15M
17,0,0,0,0,1.9,2023-06-02T03:15:00+00:00,PT15M
17,0,0,0,0,1.9,2023-06-02T03:30:00+00:00,PT15M
17,0,0,0,0,1.9,2023-06-02T03:45:00+00:00,PT15M
17,0,0,0,0,1.9,2023-06-02T04:00:00+00:00,PT15M
17,0,0,0,0,1.9,2023-06-02T04:15:00+00:00,PT15M
17,0,0,0,0,1.9,2023-06-02T04:30:00+00:00,PT15M
16,0,0,0,0,1.9,2023-06-02T04:45:00+00:00,PT15M
16,0,0,0,0,1.8,2023-06-02T05:00:00+00:00,PT15M
16,0,0,0,0,1.8,2023-06-02T05:15:00+00:00,PT15M
16,0,0,0,0,1.8,2023-06-02T05:30:00+00:00,PT15M
16,0,0,0,0,1.8,2023-06-02T05:45:00+00:00,PT15M
16,0,0,0,0,1.8,2023-06-02T06:00:00+00:00,PT15M
16,0,0,0,0,1.9,2023-06-02T06:15:00+00:00,PT15M
16,0,0,0,0,1.9,2023-06-02T06:30:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T06:45:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T07:00:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T07:15:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T07:30:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T07:45:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T08:00:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T08:15:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T08:30:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T08:45:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T09:00:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-02T09:15:00+00:00,PT15M
15,0,0,0,0,1.8,2023-06-02T09:30:00+00:00,PT15M
16,3,16,5,6,1.8,2023-06-02T09:45:00+00:00,PT15M
16,18,223,38,65,1.8,2023-06-02T10:00:00+00:00,PT15M
17,29,458,84,145,1.8,2023-06-02T10:15:00+00:00,PT15M
17,36,569,136,211,1.8,2023-06-02T10:30:00+00:00,PT15M
18,41,648,191,277,1.9,2023-06-02T10:45:00+00:00,PT15M
18,46,706,246,341,1.9,2023-06-02T11:00:00+00:00,PT15M
19,50,751,301,403,2,2023-06-02T11:15:00+00:00,PT15M
19,53,786,356,463,2.2,2023-06-02T11:30:00+00:00,PT15M
20,56,815,408,521,2.4,2023-06-02T11:45:00+00:00,PT15M
20,58,839,459,576,2.6,2023-06-02T12:00:00+00:00,PT15M
21,60,859,508,629,2.8,2023-06-02T12:15:00+00:00,PT15M
21,62,876,554,678,2.8,2023-06-02T12:30:00+00:00,PT15M
21,64,890,596,724,2.9,2023-06-02T12:45:00+00:00,PT15M
21,65,902,636,767,2.9,2023-06-02T13:00:00+00:00,PT15M
22,67,912,672,805,3,2023-06-02T13:15:00+00:00,PT15M
22,68,920,704,840,2.9,2023-06-02T13:30:00+00:00,PT15M
23,69,927,733,870,2.9,2023-06-02T13:45:00+00:00,PT15M
23,69,933,757,896,2.8,2023-06-02T14:00:00+00:00,PT15M
24,70,938,778,918,2.8,2023-06-02T14:15:00+00:00,PT15M
24,70,941,794,935,2.7,2023-06-02T14:30:00+00:00,PT15M
25,71,944,805,947,2.6,2023-06-02T14:45:00+00:00,PT15M
25,71,945,813,955,2.5,2023-06-02T15:00:00+00:00,PT15M
26,181,721,749,867,2.4,2023-06-02T15:15:00+00:00,PT15M
26,193,695,739,854,2.2,2023-06-02T15:30:00+00:00,PT15M
26,206,664,724,835,2.1,2023-06-02T15:45:00+00:00,PT15M
26,207,654,712,822,1.9,2023-06-02T16:00:00+00:00,PT15M
26,243,564,672,768,1.8,2023-06-02T16:15:00+00:00,PT15M
26,257,517,641,730,1.7,2023-06-02T16:30:00+00:00,PT15M
26,273,455,602,681,1.6,2023-06-02T16:45:00+00:00,PT15M
27,263,455,582,659,1.6,2023-06-02T17:00:00+00:00,PT15M
27,250,460,559,637,1.6,2023-06-02T17:15:00+00:00,PT15M
27,230,478,537,617,1.6,2023-06-02T17:30:00+00:00,PT15M
27,158,640,546,645,1.6,2023-06-02T17:45:00+00:00,PT15M
27,135,673,520,623,1.6,2023-06-02T18:00:00+00:00,PT15M
27,168,529,450,535,1.7,2023-06-02T18:15:00+00:00,PT15M
27,151,535,411,494,1.7,2023-06-02T18:30:00+00:00,PT15M
26,67,785,416,527,1.8,2023-06-02T18:45:00+00:00,PT15M
26,58,777,368,475,1.9,2023-06-02T19:00:00+00:00,PT15M
26,51,760,317,420,2,2023-06-02T19:15:00+00:00,PT15M
26,47,719,262,358,2.1,2023-06-02T19:30:00+00:00,PT15M
26,43,666,206,295,2.2,2023-06-02T19:45:00+00:00,PT15M
25,42,552,149,223,2.3,2023-06-02T20:00:00+00:00,PT15M
25,31,502,99,165,2.4,2023-06-02T20:15:00+00:00,PT15M
24,23,251,47,79,2.4,2023-06-02T20:30:00+00:00,PT15M
24,8,0,8,8,2.4,2023-06-02T20:45:00+00:00,PT15M
23,0,0,0,0,2.5,2023-06-02T21:00:00+00:00,PT15M
22,0,0,0,0,2.5,2023-06-02T21:15:00+00:00,PT15M
22,0,0,0,0,2.5,2023-06-02T21:30:00+00:00,PT15M
22,0,0,0,0,2.6,2023-06-02T21:45:00+00:00,PT15M
21,0,0,0,0,2.6,2023-06-02T22:00:00+00:00,PT15M
21,0,0,0,0,2.6,2023-06-02T22:15:00+00:00,PT15M
21,0,0,0,0,2.6,2023-06-02T22:30:00+00:00,PT15M
21,0,0,0,0,2.6,2023-06-02T22:45:00+00:00,PT15M
20,0,0,0,0,2.6,2023-06-02T23:00:00+00:00,PT15M
20,0,0,0,0,2.6,2023-06-02T23:15:00+00:00,PT15M
20,0,0,0,0,2.7,2023-06-02T23:30:00+00:00,PT15M
20,0,0,0,0,2.7,2023-06-02T23:45:00+00:00,PT15M
20,0,0,0,0,2.8,2023-06-03T00:00:00+00:00,PT15M
20,0,0,0,0,2.9,2023-06-03T00:15:00+00:00,PT15M
20,0,0,0,0,2.9,2023-06-03T00:30:00+00:00,PT15M
20,0,0,0,0,3,2023-06-03T00:45:00+00:00,PT15M
20,0,0,0,0,3,2023-06-03T01:00:00+00:00,PT15M
20,0,0,0,0,3.1,2023-06-03T01:15:00+00:00,PT15M
20,0,0,0,0,3.1,2023-06-03T01:30:00+00:00,PT15M
20,0,0,0,0,3.1,2023-06-03T01:45:00+00:00,PT15M
19,0,0,0,0,3.1,2023-06-03T02:00:00+00:00,PT15M
19,0,0,0,0,3.1,2023-06-03T02:15:00+00:00,PT15M
19,0,0,0,0,3.1,2023-06-03T02:30:00+00:00,PT15M
19,0,0,0,0,3.1,2023-06-03T02:45:00+00:00,PT15M
18,0,0,0,0,3,2023-06-03T03:00:00+00:00,PT15M
18,0,0,0,0,3,2023-06-03T03:15:00+00:00,PT15M
18,0,0,0,0,2.9,2023-06-03T03:30:00+00:00,PT15M
18,0,0,0,0,2.9,2023-06-03T03:45:00+00:00,PT15M
18,0,0,0,0,2.8,2023-06-03T04:00:00+00:00,PT15M
18,0,0,0,0,2.8,2023-06-03T04:15:00+00:00,PT15M
17,0,0,0,0,2.7,2023-06-03T04:30:00+00:00,PT15M
17,0,0,0,0,2.7,2023-06-03T04:45:00+00:00,PT15M
17,0,0,0,0,2.6,2023-06-03T05:00:00+00:00,PT15M
17,0,0,0,0,2.6,2023-06-03T05:15:00+00:00,PT15M
17,0,0,0,0,2.6,2023-06-03T05:30:00+00:00,PT15M
17,0,0,0,0,2.6,2023-06-03T05:45:00+00:00,PT15M
17,0,0,0,0,2.6,2023-06-03T06:00:00+00:00,PT15M
16,0,0,0,0,2.6,2023-06-03T06:15:00+00:00,PT15M
16,0,0,0,0,2.6,2023-06-03T06:30:00+00:00,PT15M
16,0,0,0,0,2.6,2023-06-03T06:45:00+00:00,PT15M
16,0,0,0,0,2.7,2023-06-03T07:00:00+00:00,PT15M
16,0,0,0,0,2.6,2023-06-03T07:15:00+00:00,PT15M
16,0,0,0,0,2.6,2023-06-03T07:30:00+00:00,PT15M
16,0,0,0,0,2.6,2023-06-03T07:45:00+00:00,PT15M
15,0,0,0,0,2.5,2023-06-03T08:00:00+00:00,PT15M
15,0,0,0,0,2.5,2023-06-03T08:15:00+00:00,PT15M
15,0,0,0,0,2.5,2023-06-03T08:30:00+00:00,PT15M
15,0,0,0,0,2.6,2023-06-03T08:45:00+00:00,PT15M
15,0,0,0,0,2.6,2023-06-03T09:00:00+00:00,PT15M
15,0,0,0,0,2.6,2023-06-03T09:15:00+00:00,PT15M
16,0,0,0,0,2.6,2023-06-03T09:30:00+00:00,PT15M
16,3,17,4,6,2.7,2023-06-03T09:45:00+00:00,PT15M
16,19,209,37,63,2.7,2023-06-03T10:00:00+00:00,PT15M
17,28,478,85,148,2.8,2023-06-03T10:15:00+00:00,PT15M
17,35,583,137,215,2.9,2023-06-03T10:30:00+00:00,PT15M
17,41,659,192,280,3,2023-06-03T10:45:00+00:00,PT15M
18,46,717,248,344,3.1,2023-06-03T11:00:00+00:00,PT15M
18,50,761,303,407,3.2,2023-06-03T11:15:00+00:00,PT15M
19,53,797,358,467,3.5,2023-06-03T11:30:00+00:00,PT15M
19,55,827,411,526,3.7,2023-06-03T11:45:00+00:00,PT15M
19,57,853,463,582,4,2023-06-03T12:00:00+00:00,PT15M
20,57,875,512,635,4.1,2023-06-03T12:15:00+00:00,PT15M
20,58,894,558,685,4.1,2023-06-03T12:30:00+00:00,PT15M
21,59,909,601,732,4.2,2023-06-03T12:45:00+00:00,PT15M
21,60,920,641,774,4.2,2023-06-03T13:00:00+00:00,PT15M
21,61,930,677,813,4.2,2023-06-03T13:15:00+00:00,PT15M
22,62,938,710,848,4.2,2023-06-03T13:30:00+00:00,PT15M
22,63,945,739,879,4.2,2023-06-03T13:45:00+00:00,PT15M
23,64,950,763,905,4.2,2023-06-03T14:00:00+00:00,PT15M
23,65,955,784,927,4.1,2023-06-03T14:15:00+00:00,PT15M
24,65,958,800,944,4,2023-06-03T14:30:00+00:00,PT15M
24,66,959,812,956,3.9,2023-06-03T14:45:00+00:00,PT15M
25,67,959,819,963,3.8,2023-06-03T15:00:00+00:00,PT15M
25,69,957,821,966,3.6,2023-06-03T15:15:00+00:00,PT15M
25,70,955,819,964,3.5,2023-06-03T15:30:00+00:00,PT15M
25,71,952,813,957,3.3,2023-06-03T15:45:00+00:00,PT15M
26,103,883,783,919,3.1,2023-06-03T16:00:00+00:00,PT15M
26,171,732,726,846,2.9,2023-06-03T16:15:00+00:00,PT15M
26,178,707,702,818,2.8,2023-06-03T16:30:00+00:00,PT15M
26,189,667,671,780,2.6,2023-06-03T16:45:00+00:00,PT15M
26,163,711,659,774,2.5,2023-06-03T17:00:00+00:00,PT15M
26,103,836,664,791,2.4,2023-06-03T17:15:00+00:00,PT15M
26,71,898,647,779,2.3,2023-06-03T17:30:00+00:00,PT15M
26,64,901,612,742,2.2,2023-06-03T17:45:00+00:00,PT15M
26,62,887,569,697,2.2,2023-06-03T18:00:00+00:00,PT15M
26,61,871,524,648,2.2,2023-06-03T18:15:00+00:00,PT15M
26,59,852,476,596,2.2,2023-06-03T18:30:00+00:00,PT15M
26,56,830,426,541,2.3,2023-06-03T18:45:00+00:00,PT15M
26,54,803,373,484,2.3,2023-06-03T19:00:00+00:00,PT15M
26,51,769,319,424,2.3,2023-06-03T19:15:00+00:00,PT15M
26,47,728,264,362,2.4,2023-06-03T19:30:00+00:00,PT15M
25,43,675,208,299,2.4,2023-06-03T19:45:00+00:00,PT15M
25,48,512,146,217,2.4,2023-06-03T20:00:00+00:00,PT15M
25,30,510,100,168,2.3,2023-06-03T20:15:00+00:00,PT15M
24,21,329,51,93,2.3,2023-06-03T20:30:00+00:00,PT15M
23,7,54,12,17,2.2,2023-06-03T20:45:00+00:00,PT15M
23,0,0,0,0,2.1,2023-06-03T21:00:00+00:00,PT15M
22,0,0,0,0,2.2,2023-06-03T21:15:00+00:00,PT15M
22,0,0,0,0,2.3,2023-06-03T21:30:00+00:00,PT15M
21,0,0,0,0,2.4,2023-06-03T21:45:00+00:00,PT15M
21,0,0,0,0,2.5,2023-06-03T22:00:00+00:00,PT15M
21,0,0,0,0,2.6,2023-06-03T22:15:00+00:00,PT15M
21,0,0,0,0,2.7,2023-06-03T22:30:00+00:00,PT15M
21,0,0,0,0,2.8,2023-06-03T22:45:00+00:00,PT15M
21,0,0,0,0,2.8,2023-06-03T23:00:00+00:00,PT15M
21,0,0,0,0,2.9,2023-06-03T23:15:00+00:00,PT15M
21,0,0,0,0,2.9,2023-06-03T23:30:00+00:00,PT15M
20,0,0,0,0,2.9,2023-06-03T23:45:00+00:00,PT15M
20,0,0,0,0,2.9,2023-06-04T00:00:00+00:00,PT15M
20,0,0,0,0,2.9,2023-06-04T00:15:00+00:00,PT15M
20,0,0,0,0,2.9,2023-06-04T00:30:00+00:00,PT15M
20,0,0,0,0,3,2023-06-04T00:45:00+00:00,PT15M
20,0,0,0,0,3,2023-06-04T01:00:00+00:00,PT15M
19,0,0,0,0,3,2023-06-04T01:15:00+00:00,PT15M
19,0,0,0,0,2.9,2023-06-04T01:30:00+00:00,PT15M
19,0,0,0,0,2.9,2023-06-04T01:45:00+00:00,PT15M
19,0,0,0,0,2.8,2023-06-04T02:00:00+00:00,PT15M
19,0,0,0,0,2.7,2023-06-04T02:15:00+00:00,PT15M
19,0,0,0,0,2.7,2023-06-04T02:30:00+00:00,PT15M
18,0,0,0,0,2.6,2023-06-04T02:45:00+00:00,PT15M
18,0,0,0,0,2.5,2023-06-04T03:00:00+00:00,PT15M
18,0,0,0,0,2.4,2023-06-04T03:15:00+00:00,PT15M
18,0,0,0,0,2.3,2023-06-04T03:30:00+00:00,PT15M
17,0,0,0,0,2.2,2023-06-04T03:45:00+00:00,PT15M
17,0,0,0,0,2.1,2023-06-04T04:00:00+00:00,PT15M
17,0,0,0,0,2,2023-06-04T04:15:00+00:00,PT15M
17,0,0,0,0,2,2023-06-04T04:30:00+00:00,PT15M
17,0,0,0,0,1.9,2023-06-04T04:45:00+00:00,PT15M
16,0,0,0,0,1.9,2023-06-04T05:00:00+00:00,PT15M
16,0,0,0,0,1.9,2023-06-04T05:15:00+00:00,PT15M
16,0,0,0,0,1.9,2023-06-04T05:30:00+00:00,PT15M
16,0,0,0,0,1.9,2023-06-04T05:45:00+00:00,PT15M
16,0,0,0,0,1.9,2023-06-04T06:00:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-04T06:15:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-04T06:30:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-04T06:45:00+00:00,PT15M
15,0,0,0,0,1.9,2023-06-04T07:00:00+00:00,PT15M
15,0,0,0,0,2,2023-06-04T07:15:00+00:00,PT15M
15,0,0,0,0,2,2023-06-04T07:30:00+00:00,PT15M
15,0,0,0,0,2,2023-06-04T07:45:00+00:00,PT15M
14,0,0,0,0,2,2023-06-04T08:00:00+00:00,PT15M
14,0,0,0,0,2,2023-06-04T08:15:00+00:00,PT15M
14,0,0,0,0,2,2023-06-04T08:30:00+00:00,PT15M
14,0,0,0,0,1.9,2023-06-04T08:45:00+00:00,PT15M
14,0,0,0,0,1.9,2023-06-04T09:00:00+00:00,PT15M
14,0,0,0,0,1.9,2023-06-04T09:15:00+00:00,PT15M
15,0,0,0,0,2,2023-06-04T09:30:00+00:00,PT15M
15,3,15,4,5,2.1,2023-06-04T09:45:00+00:00,PT15M
16,17,226,37,64,2.2,2023-06-04T10:00:00+00:00,PT15M
16,28,475,84,147,2.3,2023-06-04T10:15:00+00:00,PT15M
16,36,582,136,214,2.4,2023-06-04T10:30:00+00:00,PT15M
17,41,660,191,280,2.5,2023-06-04T10:45:00+00:00,PT15M
17,46,718,247,344,2.6,2023-06-04T11:00:00+00:00,PT15M
18,50,763,303,407,2.8,2023-06-04T11:15:00+00:00,PT15M
18,53,798,358,468,3,2023-06-04T11:30:00+00:00,PT15M
19,56,829,411,527,3.2,2023-06-04T11:45:00+00:00,PT15M
19,57,856,463,583,3.4,2023-06-04T12:00:00+00:00,PT15M
20,58,878,512,637,3.5,2023-06-04T12:15:00+00:00,PT15M
20,58,898,559,687,3.5,2023-06-04T12:30:00+00:00,PT15M
20,59,913,603,734,3.6,2023-06-04T12:45:00+00:00,PT15M
20,61,925,643,777,3.6,2023-06-04T13:00:00+00:00,PT15M
21,62,935,679,816,3.6,2023-06-04T13:15:00+00:00,PT15M
21,63,943,712,851,3.5,2023-06-04T13:30:00+00:00,PT15M
22,64,950,741,882,3.5,2023-06-04T13:45:00+00:00,PT15M
22,64,955,766,909,3.4,2023-06-04T14:00:00+00:00,PT15M
23,65,960,787,931,3.3,2023-06-04T14:15:00+00:00,PT15M
23,65,963,803,948,3.1,2023-06-04T14:30:00+00:00,PT15M
24,66,966,815,961,2.9,2023-06-04T14:45:00+00:00,PT15M
25,66,967,822,969,2.7,2023-06-04T15:00:00+00:00,PT15M
25,66,967,825,972,2.5,2023-06-04T15:15:00+00:00,PT15M
25,66,967,823,970,2.3,2023-06-04T15:30:00+00:00,PT15M
25,66,965,817,963,2.1,2023-06-04T15:45:00+00:00,PT15M
25,65,963,806,951,1.9,2023-06-04T16:00:00+00:00,PT15M
26,65,959,791,935,1.8,2023-06-04T16:15:00+00:00,PT15M
26,65,955,772,914,1.7,2023-06-04T16:30:00+00:00,PT15M
26,64,949,748,889,1.6,2023-06-04T16:45:00+00:00,PT15M
26,63,942,720,859,1.5,2023-06-04T17:00:00+00:00,PT15M
26,62,934,688,826,1.4,2023-06-04T17:15:00+00:00,PT15M
26,61,924,653,788,1.4,2023-06-04T17:30:00+00:00,PT15M
26,64,901,611,742,1.3,2023-06-04T17:45:00+00:00,PT15M
26,58,900,572,701,1.3,2023-06-04T18:00:00+00:00,PT15M
26,57,884,526,652,1.3,2023-06-04T18:15:00+00:00,PT15M
26,55,866,478,600,1.4,2023-06-04T18:30:00+00:00,PT15M
26,53,844,428,545,1.5,2023-06-04T18:45:00+00:00,PT15M
26,50,817,375,488,1.5,2023-06-04T19:00:00+00:00,PT15M
26,47,785,321,428,1.6,2023-06-04T19:15:00+00:00,PT15M
25,44,745,266,366,1.7,2023-06-04T19:30:00+00:00,PT15M
25,40,693,210,303,1.8,2023-06-04T19:45:00+00:00,PT15M
25,35,625,155,238,1.9,2023-06-04T20:00:00+00:00,PT15M
24,29,532,101,172,1.9,2023-06-04T20:15:00+00:00,PT15M
24,23,271,49,84,1.9,2023-06-04T20:30:00+00:00,PT15M
23,9,1,9,9,1.9,2023-06-04T20:45:00+00:00,PT15M
22,0,0,0,0,1.9,2023-06-04T21:00:00+00:00,PT15M
22,0,0,0,0,1.9,2023-06-04T21:15:00+00:00,PT15M
21,0,0,0,0,2,2023-06-04T21:30:00+00:00,PT15M
21,0,0,0,0,2.1,2023-06-04T21:45:00+00:00,PT15M
20,0,0,0,0,2.2,2023-06-04T22:00:00+00:00,PT15M
20,0,0,0,0,2.2,2023-06-04T22:15:00+00:00,PT15M
20,0,0,0,0,2.3,2023-06-04T22:30:00+00:00,PT15M
20,0,0,0,0,2.3,2023-06-04T22:45:00+00:00,PT15M
20,0,0,0,0,2.3,2023-06-04T23:00:00+00:00,PT15M
19,0,0,0,0,2.3,2023-06-04T23:15:00+00:00,PT15M
19,0,0,0,0,2.3,2023-06-04T23:30:00+00:00,PT15M
19,0,0,0,0,2.4,2023-06-04T23:45:00+00:00,PT15M
19,0,0,0,0,2.4,2023-06-05T00:00:00+00:00,PT15M
19,0,0,0,0,2.4,2023-06-05T00:15:00+00:00,PT15M
19,0,0,0,0,2.4,2023-06-05T00:30:00+00:00,PT15M
18,0,0,0,0,2.4,2023-06-05T00:45:00+00:00,PT15M
18,0,0,0,0,2.4,2023-06-05T01:00:00+00:00,PT15M
18,0,0,0,0,2.4,2023-06-05T01:15:00+00:00,PT15M
