date_time,pv_energy,income_value,full_power_hours,filled,gti,ghi,clearsky_gti,clearsky_ghi,gti_net,csi_mean,csi_std,csi_min,csi_max,csi_median,gti_varh_mean,gti_varh_std,gti_varh_min,gti_varh_max,gti_varh_median,temp_loss_pct_mean,temp_loss_pct_std,temp_loss_pct_min,temp_loss_pct_max,temp_loss_pct_median,gti_def_pct_mean,gti_def_pct_std,gti_def_pct_min,gti_def_pct_max,gti_def_pct_median,cloud_impact_mean,cloud_impact_std,cloud_impact_min,cloud_impact_max,cloud_impact_median,air_temp_mean,air_temp_std,air_temp_min,air_temp_max,air_temp_median,cell_temp_mean,cell_temp_std,cell_temp_min,cell_temp_max,cell_temp_median,wind_speed_10m_mean,wind_speed_10m_std,wind_speed_10m_min,wind_speed_10m_max,wind_speed_10m_median,cloud_opacity_mean,cloud_opacity_std,cloud_opacity_min,cloud_opacity_max,cloud_opacity_median,solar_hours,cloud_events,pr_solar,day_category
2022-08-13,557.6,362.44,3.82,False,6.4972,5.7286,7.205,6.2353,5.8804,0.894,0.164,0.4098,1.0,1.0,72.4132,34.9195,8.9794,153.5711,69.8419,7.477,4.1944,0.0,13.725,7.5562,10.5961,16.4002,0.0,59.0164,0.0,2.9989,6.1142,0.0,28.3367,0.0,25.0455,3.8816,17.0,29.0,27.0,43.5033,10.8613,17.7812,59.3125,43.8906,3.4795,0.7354,2.3,4.6,3.5,8.3826,13.0826,0.0,49.8,0.0,11.0,11.0,0.9018,1.0
2022-08-14,644.8,419.12,4.42,False,7.4322,6.426,7.4343,6.4268,6.6626,0.994,0.0488,0.5909,1.0,1.0,53.7761,25.234,3.0151,87.6202,60.775,8.2594,4.5721,0.0,14.0375,9.1,0.5959,4.8781,0.0,40.9091,0.0,0.1258,1.0304,0.0,8.8364,0.0,24.7481,3.6482,17.0,28.0,27.0,45.3931,11.9425,17.4062,60.0938,47.75,3.6674,0.6341,2.6,4.7,3.6,0.3126,2.5593,0.0,21.6,0.0,11.25,0.0,0.9997,0.0
2022-08-15,635.8,413.27,4.36,False,7.4453,6.4588,7.4486,6.4599,6.6503,0.9942,0.039,0.7027,1.0,1.0,54.019,25.2444,3.0847,89.4046,60.2919,8.5417,4.6779,0.0,14.325,9.5,0.5825,3.8969,0.0,29.7297,0.0,0.0794,0.537,0.0,4.4297,0.0,25.3926,4.041,16.0,29.0,27.0,46.0741,12.2626,16.5625,60.8125,48.75,2.5059,0.7296,1.7,3.8,2.2,0.3007,2.0087,0.0,14.9,0.0,11.25,0.0,0.9996,0.0
2022-08-16,453.3,294.64,3.1,False,4.2083,3.9882,7.3077,6.3634,3.8773,0.5186,0.2624,0.125,1.0,0.4468,100.9238,59.7902,12.7315,220.534,103.0309,5.4269,3.6448,0.0,11.6875,6.1,48.1426,26.2371,0.0,87.5,55.3236,26.5581,20.2114,0.0,72.6109,26.3011,26.2331,3.4287,18.0,29.0,28.0,38.0984,9.8931,18.3438,54.2188,40.25,2.612,0.6217,1.6,3.7,2.5,42.2857,23.9967,0.0,83.2,47.1,11.0833,34.0,0.5759,2.0
2022-08-17,633.3,411.64,4.34,False,7.3087,6.3973,7.4045,6.4584,6.4754,0.9637,0.0998,0.4406,1.0,1.0,57.3335,26.8059,3.0401,110.1807,62.312,9.1769,4.659,0.0,14.9125,10.3125,3.6274,9.9834,0.0,55.9406,0.0,0.6852,2.6793,0.0,22.8797,0.0,27.5037,3.2824,19.0,31.0,29.0,47.8056,11.9393,19.5938,62.2812,50.7812,3.2911,0.6312,2.0,4.6,3.2,2.3089,6.1762,0.0,40.9,0.0,11.25,2.0,0.9871,0.0
2022-08-18,641.1,416.71,4.39,False,7.4248,6.4938,7.4286,6.4953,6.5833,0.9936,0.0429,0.6835,1.0,1.0,53.8521,25.1019,3.3063,88.1759,59.7542,9.1633,4.7028,0.0,14.925,10.1625,0.6386,4.2874,0.0,31.6456,0.0,0.0973,0.666,0.0,5.1582,0.0,27.0963,3.7214,18.0,31.0,29.0,47.7206,12.1561,18.625,62.3125,50.4062,2.6941,0.5549,1.6,3.8,2.7,0.3333,2.2363,0.0,16.3,0.0,11.25,0.0,0.9995,0.0
2022-08-19,618.2,401.83,4.23,False,7.1572,6.3187,7.2165,6.3515,6.4422,0.9549,0.1225,0.4048,1.0,1.0,54.7233,25.4224,3.0699,101.0229,57.6465,7.7973,4.5802,0.0,13.475,8.9,4.5136,12.2478,0.0,59.5238,0.0,1.1283,3.9657,0.0,29.2857,0.0,24.2074,4.0887,16.0,28.0,26.0,44.0884,12.2251,16.4062,58.6875,47.25,3.0674,0.3911,2.6,3.7,3.0,2.9585,8.3202,0.0,49.2,0.0,11.25,0.0,0.9918,0.0
2022-08-20,653.1,424.51,4.47,False,7.366,6.4849,7.4109,6.5152,6.6433,0.9876,0.0654,0.4923,1.0,1.0,57.1192,29.4646,3.3166,133.6591,59.6324,7.6717,4.4698,0.0,13.2625,8.8125,1.2361,6.5419,0.0,50.7692,0.0,0.2983,1.977,0.0,17.3508,0.0,23.5,3.3311,16.0,27.0,25.0,43.8107,11.8853,16.4688,58.1562,47.0312,5.736,0.9812,3.4,7.1,5.7,0.8544,4.5151,0.0,37.8,0.0,11.3333,3.0,0.9939,0.0
2022-08-21,683.6,444.34,4.68,False,7.502,6.6099,7.5032,6.6105,6.7823,0.9957,0.0356,0.6667,1.0,1.0,54.0655,25.1166,3.2287,84.6105,60.0246,7.4733,4.5284,0.0,13.075,8.3125,0.4289,3.5602,0.0,33.3333,0.0,0.0787,0.6589,0.0,6.4,0.0,22.5441,3.6063,15.0,26.0,24.0,43.2298,12.1674,15.375,57.6875,45.7812,5.2662,0.4613,3.8,6.0,5.2,0.2676,2.2023,0.0,19.2,0.0,11.3333,0.0,0.9998,0.0
2022-08-22,678.5,441.02,4.65,False,7.5212,6.6399,7.5212,6.6399,6.7967,1.0,0.0,1.0,1.0,1.0,53.9356,24.909,3.2146,82.366,59.9616,7.5297,4.5068,0.0,13.075,8.5438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6618,3.4667,15.0,26.0,24.0,43.4003,12.0683,15.5938,57.6875,46.3594,4.8221,0.6077,3.4,5.8,4.7,0.0,0.0,0.0,0.0,0.0,11.3333,0.0,1.0,0.0
2022-08-23,675.4,439.01,4.63,False,7.5802,6.7007,7.5802,6.7007,6.8388,1.0,0.0,1.0,1.0,1.0,54.2877,24.9355,3.2287,82.67,60.5136,7.6671,4.5352,0.0,13.3,8.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.875,3.4307,15.0,26.0,25.0,43.7764,12.0865,15.6875,58.25,46.5312,4.3324,0.6011,2.8,5.3,4.3,0.0,0.0,0.0,0.0,0.0,11.3333,0.0,1.0,0.0
2022-08-24,601.9,391.24,4.12,False,6.9227,6.2378,7.4968,6.6527,6.2439,0.8747,0.186,0.3846,1.0,0.993,82.3074,47.9805,6.9167,202.5602,70.0516,7.3866,4.5167,0.0,13.4375,8.2,12.5252,18.602,0.0,61.5385,0.7001,3.7844,7.1711,0.0,33.9692,0.0049,23.9044,3.3152,16.0,27.0,26.0,42.9926,12.1565,16.4375,58.5938,45.5,3.2949,0.9402,2.2,5.0,3.0,9.5375,14.2197,0.0,55.2,0.7,11.3333,14.0,0.9234,1.0
2022-08-25,537.3,349.25,3.68,False,6.5452,5.9371,7.4997,6.6722,5.9401,0.8618,0.1945,0.2531,1.0,1.0,91.156,48.2508,9.8888,192.585,78.4413,7.0736,4.1854,0.0,13.6125,7.4312,13.8212,19.4486,0.0,74.6914,0.0,4.6781,8.7919,0.0,52.9562,0.0,24.375,3.1971,17.0,28.0,26.0,42.4223,10.9619,17.5,59.0312,43.5781,3.7199,0.844,2.7,5.4,3.5,11.3132,16.3084,0.0,70.9,0.0,11.3333,22.0,0.8727,1.0
2022-08-26,541.6,352.04,3.71,False,6.1436,5.6628,7.4686,6.6648,5.5396,0.738,0.2614,0.1677,1.0,0.7825,89.0539,56.4657,5.5158,226.1876,79.2027,6.9563,4.6568,0.0,13.8,7.575,26.1968,26.1438,0.0,83.2298,21.7466,11.8354,17.1557,0.0,65.0857,3.9006,24.7926,3.4122,18.0,28.0,26.0,41.8581,12.518,18.4062,59.5,43.9375,3.6985,1.0781,2.5,5.5,3.3,22.3281,23.2187,0.0,78.2,18.2,11.25,27.0,0.8226,1.0
2022-08-27,600.9,390.58,4.12,False,6.9998,6.3234,7.5502,6.747,6.2997,0.9206,0.1368,0.369,1.0,1.0,82.0717,34.8118,13.8038,145.1652,78.9382,7.858,4.3891,0.0,13.9,8.6188,7.9438,13.685,0.0,63.0996,0.0,2.0404,4.9895,0.0,34.5786,0.0,25.1471,3.2399,18.0,28.0,27.0,44.4481,11.3599,18.9375,59.75,46.5469,3.4228,1.1255,1.8,5.2,3.3,6.5625,11.2488,0.0,54.8,0.0,11.3333,20.0,0.9271,0.0
2022-08-28,624.9,406.19,4.28,False,7.3408,6.6144,7.5985,6.805,6.5318,0.9363,0.1265,0.4048,1.0,1.0,65.6743,26.4103,3.908,105.3558,72.5544,8.7025,4.7436,0.0,14.7875,9.9062,6.3662,12.6545,0.0,59.5238,0.0,1.499,4.6562,0.0,28.3848,0.0,26.2794,3.4009,17.0,29.0,28.0,46.5207,12.3404,17.4375,61.9688,49.7656,2.7669,0.463,1.6,3.5,2.9,4.9007,9.5332,0.0,49.3,0.0,11.3333,8.0,0.9661,0.0
2022-08-29,660.1,429.06,4.52,False,6.634,6.0121,7.6007,6.8335,5.9209,0.9007,0.238,0.0262,1.0,1.0,87.1935,64.16,3.2602,300.8572,76.9398,8.1889,4.6388,0.0,15.225,8.175,9.9348,23.7959,0.0,97.3753,0.0,6.2895,18.0723,0.0,94.4541,0.0,27.0803,3.724,17.0,31.0,29.0,45.2391,12.0548,17.4062,63.0625,45.4375,3.6854,0.9314,1.6,4.5,4.1,9.3095,22.7354,0.0,97.0,0.0,11.4167,2.0,0.8728,3.0
2022-08-30,653.5,424.77,4.48,False,7.4473,6.7313,7.5089,6.7772,6.6481,0.9772,0.1045,0.2049,1.0,1.0,58.3869,30.5442,3.2983,131.2322,59.6213,8.3926,4.7178,0.0,14.3,9.4125,2.2774,10.4506,0.0,79.5082,0.0,0.9917,5.8549,0.0,59.2336,0.0,25.4234,3.1077,19.0,29.0,27.0,45.8084,12.1299,19.4062,60.75,48.5312,4.8431,0.699,3.9,6.0,4.8,1.9482,9.162,0.0,74.5,0.0,11.4167,7.0,0.9918,0.0
2022-08-31,664.6,431.99,4.55,False,7.4001,6.7029,7.4025,6.7044,6.6923,0.9973,0.0232,0.7619,1.0,1.0,53.3035,24.2017,3.2983,83.4507,59.0856,7.3937,4.546,0.0,13.2125,8.1125,0.27,2.3181,0.0,23.8095,0.0,0.0355,0.3261,0.0,3.619,0.0,22.781,3.8304,15.0,27.0,24.0,43.0367,12.1863,15.5938,58.0312,45.2812,4.2606,0.581,3.4,5.2,4.1,0.1796,1.5219,0.0,15.2,0.0,11.4167,0.0,0.9997,0.0
2022-09-01,695.0,451.75,4.76,False,7.7168,6.9849,7.7202,6.9867,6.9626,0.9957,0.036,0.6512,1.0,1.0,54.6059,25.0879,3.3166,85.3249,60.9107,7.587,4.6505,0.0,13.5125,8.6062,0.4275,3.5973,0.0,34.8837,0.0,0.0812,0.7112,0.0,7.5349,0.0,22.5362,4.0798,14.0,27.0,24.0,43.5057,12.4834,14.75,58.7812,46.5156,4.5072,0.6146,3.3,5.5,4.4,0.2667,2.2406,0.0,21.6,0.0,11.5,0.0,0.9995,0.0
2022-09-02,691.3,449.35,4.74,False,7.8515,7.1156,7.852,7.1159,7.0248,0.9985,0.0176,0.7931,1.0,1.0,55.2813,25.2841,3.1659,83.7728,62.4267,8.3034,4.7698,0.0,14.3375,9.1562,0.1499,1.7612,0.0,20.6897,0.0,0.0228,0.2677,0.0,3.1448,0.0,24.0362,4.2742,15.0,28.0,26.0,45.3718,12.6789,15.7188,60.8438,47.8906,2.8493,0.5898,2.0,3.9,2.6,0.1101,1.2939,0.0,15.2,0.0,11.5,0.0,0.9999,0.0
2022-09-03,687.3,446.75,4.71,False,7.8618,7.1461,7.8627,7.1466,6.9316,0.9967,0.0279,0.7333,1.0,1.0,55.2925,25.1932,3.3428,83.3819,61.9298,9.3925,5.0691,0.0,15.5625,10.5125,0.3311,2.7852,0.0,26.6667,0.0,0.0565,0.4837,0.0,4.9067,0.0,26.9568,4.2747,16.0,31.0,29.0,48.1668,13.3183,16.3438,63.9062,51.2812,2.5144,0.3781,1.9,3.2,2.6,0.2417,2.0171,0.0,18.4,0.0,11.5833,0.0,0.9999,0.0
2022-09-04,669.5,435.18,4.59,False,7.5891,6.9463,7.6803,7.0142,6.6679,0.9714,0.0862,0.5106,1.0,1.0,56.9656,27.228,3.0748,109.9803,58.9325,9.6907,4.9869,0.0,15.7,10.5812,2.8628,8.6245,0.0,48.9362,0.0,0.5987,2.4577,0.0,17.7149,0.0,28.3623,3.8813,18.0,32.0,30.0,48.9848,12.9746,18.4062,64.25,51.4531,3.2804,0.5735,1.9,3.8,3.5,2.1826,6.292,0.0,36.2,0.0,11.5,0.0,0.9881,0.0
2022-09-05,682.3,443.5,4.67,False,7.6707,7.0338,7.677,7.0372,6.7503,0.9955,0.0331,0.6907,1.0,1.0,54.7866,24.8406,3.4674,88.3737,61.2986,9.5506,5.0002,0.0,15.775,10.5875,0.4509,3.3088,0.0,30.9278,0.0,0.0724,0.592,0.0,6.1856,0.0,27.8986,3.4563,20.0,31.0,29.0,48.743,12.7724,20.5312,64.4375,51.4688,4.5986,0.3802,3.6,5.3,4.6,0.2993,2.1658,0.0,20.0,0.0,11.5,0.0,0.9992,0.0
2022-09-06,630.3,409.69,4.32,False,7.238,6.693,7.4138,6.8334,6.489,0.9701,0.0811,0.5192,1.0,1.0,60.1658,27.107,3.2322,133.6341,65.3442,8.0236,4.6358,0.0,14.1875,9.0062,2.986,8.1074,0.0,48.0818,0.0,0.5967,2.329,0.0,19.954,0.0,25.1087,3.5157,18.0,29.0,27.0,44.7772,12.1284,18.5,60.4688,47.5156,5.0667,0.2581,4.5,5.5,5.1,2.4609,6.5447,0.0,41.5,0.0,11.5,7.0,0.9763,0.0
2022-09-07,585.6,380.64,4.01,False,6.2958,5.9138,7.4814,6.9025,5.6993,0.813,0.241,0.1615,1.0,0.9222,70.3208,39.9044,18.3408,232.5106,59.5416,6.8583,4.6689,0.0,13.2,8.5375,18.7004,24.0997,0.0,83.8462,7.7777,8.4679,15.1035,0.0,67.8315,0.5444,24.3676,3.6267,18.0,28.0,26.0,41.7273,12.3516,18.6562,58.0,46.3438,3.9596,0.9737,2.7,5.2,4.0,16.9169,22.2096,0.0,80.9,7.0,11.3333,7.0,0.8415,3.0
2022-09-08,659.1,428.42,4.51,False,7.5593,6.9919,7.7267,7.1262,6.7072,0.9659,0.096,0.4966,1.0,1.0,63.2858,30.4654,3.2322,117.3008,72.6958,8.8841,4.8822,0.0,15.1875,9.6812,3.4065,9.5994,0.0,50.3401,0.0,0.8493,3.1087,0.0,20.6395,0.0,26.4348,4.0109,17.0,31.0,28.0,46.9764,12.6723,17.7188,62.9688,49.2031,3.6043,0.3792,2.9,4.2,3.7,2.8543,7.9173,0.0,41.0,0.0,11.5,10.0,0.9783,0.0
2022-09-09,681.2,442.78,4.67,False,7.6368,7.072,7.7283,7.1488,6.7431,0.9886,0.0378,0.7778,1.0,1.0,59.9131,22.0838,9.5044,94.1367,67.6723,9.3405,4.8919,0.0,15.4,10.4312,1.1438,3.7771,0.0,22.2222,0.0,0.1333,0.5397,0.0,3.7333,0.0,27.4348,3.5719,18.0,31.0,29.0,48.1868,12.569,18.8125,63.5,51.0781,3.6725,0.5474,2.5,4.4,3.8,1.0058,3.2572,0.0,16.8,0.0,11.5,4.0,0.9881,0.0
2022-09-10,687.4,446.81,4.71,False,7.7522,7.1984,7.7567,7.2008,6.8017,0.9933,0.0405,0.6769,1.0,1.0,54.8798,24.9638,3.4597,84.909,60.9,9.7823,5.0454,0.0,15.875,10.8625,0.6701,4.0481,0.0,32.3077,0.0,0.1118,0.711,0.0,6.4615,0.0,28.3453,3.8292,18.0,32.0,30.0,49.2597,13.0255,18.3438,64.6875,52.1562,3.3345,0.3331,2.5,3.8,3.4,0.4604,2.7223,0.0,20.0,0.0,11.5833,0.0,0.9994,0.0
2022-09-11,628.1,408.26,4.3,False,7.5439,7.0424,7.6342,7.1111,6.5773,0.9547,0.108,0.5303,1.0,1.0,56.0072,26.1903,3.3166,100.088,57.6328,10.2139,5.1118,0.0,16.475,11.3375,4.5298,10.7957,0.0,46.9697,0.0,1.0697,3.1894,0.0,17.7545,0.0,30.0288,3.7299,20.0,33.0,32.0,50.3811,13.106,20.375,66.1875,53.3438,2.618,0.3853,1.7,3.1,2.7,3.5906,8.499,0.0,38.2,0.0,11.5833,0.0,0.9882,0.0
2022-09-12,626.7,407.36,4.29,False,7.1601,6.7479,7.5205,7.0373,6.2594,0.901,0.1423,0.45,1.0,0.9921,62.2184,30.34,10.6073,113.8488,68.7968,9.7049,5.2565,0.0,16.3875,10.6,9.8975,14.2286,0.0,55.0,0.7886,2.5344,5.1014,0.0,27.39,0.0055,29.8345,3.7486,21.0,33.0,31.0,49.1513,13.3571,21.4062,65.9688,51.5,3.2878,0.9125,1.9,4.9,3.0,8.4007,12.1156,0.0,49.8,0.7,11.5833,9.0,0.9521,0.0
2022-09-13,658.5,428.02,4.51,False,6.7145,6.3816,7.5883,7.1153,5.9232,0.8657,0.1123,0.5169,1.0,0.8795,48.4177,23.1197,5.7814,83.3864,47.4982,9.4941,4.6093,0.0,15.025,10.425,13.4342,11.2326,0.0,48.3146,12.0527,2.6487,4.3906,0.0,20.4,1.3258,30.5036,4.0242,20.0,34.0,32.0,48.6183,11.7797,20.5312,62.5625,51.0625,2.1453,1.469,0.4,4.4,2.0,11.7331,9.6612,0.0,43.2,11.0,11.5833,0.0,0.8848,3.0
2022-09-14,509.3,331.05,3.49,False,6.4762,6.1898,7.4492,7.0133,5.723,0.8673,0.1587,0.4361,1.0,0.9317,89.2757,40.5689,20.6447,201.3588,79.726,9.2198,4.5923,0.0,16.0875,9.95,13.2682,15.8741,0.0,56.3948,6.8273,3.7828,6.5473,0.0,29.8892,0.4028,30.4892,3.2535,21.0,33.0,32.0,47.9611,11.6677,21.5938,65.2188,49.875,2.6863,0.5391,1.8,3.6,2.6,11.7633,14.1243,0.0,53.0,6.0,11.5833,27.0,0.8694,1.0
2022-09-15,632.1,410.87,4.33,False,6.8722,6.5392,6.9588,6.6092,6.1318,0.96,0.0976,0.5714,1.0,1.0,52.7475,25.7064,3.2983,107.6983,53.3544,8.3998,4.6759,0.0,14.3875,9.45,3.9974,9.7557,0.0,42.8571,0.0,0.96,2.9298,0.0,16.8,0.0,26.927,4.1686,19.0,31.0,29.0,45.7379,12.1928,19.4688,60.9688,48.625,2.1321,0.971,1.0,3.5,1.7,3.4577,8.5011,0.0,39.2,0.0,11.4167,1.0,0.9876,0.0
2022-09-16,579.4,376.61,3.97,False,6.2072,5.9518,7.1174,6.7572,5.5462,0.8574,0.2176,0.1205,1.0,1.0,86.6739,54.9296,7.833,222.8371,74.017,7.7709,4.7395,0.0,14.9375,7.65,14.2641,21.7632,0.0,87.9473,0.0,6.351,14.0047,0.0,76.6021,0.0,27.4388,4.1861,18.0,32.0,29.0,44.185,12.2858,18.5,62.3438,44.125,1.8683,1.0353,0.3,3.4,1.7,13.1921,20.7178,0.0,87.1,0.0,11.5833,24.0,0.8721,1.0
2022-09-17,523.4,340.21,3.58,False,5.5402,5.3473,6.7625,6.4534,4.9801,0.7608,0.3047,0.0408,1.0,0.9556,79.5107,57.1917,3.6045,230.0974,70.1399,7.1138,4.6561,0.0,14.2125,6.8375,23.9236,30.4698,0.0,95.9184,4.4416,14.4591,23.8144,0.0,91.8898,0.1777,26.9699,3.3347,19.0,30.0,28.0,42.5907,11.9645,19.5625,60.5312,42.0938,2.7414,0.9954,0.7,3.9,2.9,22.8023,29.8071,0.0,95.8,4.0,11.0833,18.0,0.8192,1.0
2022-09-18,558.9,363.29,3.83,False,5.4329,5.2306,7.0838,6.7519,4.869,0.6591,0.3401,0.0869,1.0,0.7438,79.5915,71.3262,3.0896,317.7424,63.7019,6.4429,5.0406,0.0,13.875,5.625,34.0941,34.0134,0.0,91.3115,25.6223,22.4855,27.1886,0.0,82.9108,6.002,25.2239,3.8165,18.0,30.0,27.0,40.4279,13.5564,18.6562,59.6875,39.0625,2.9634,1.3378,0.6,4.7,3.35,32.9239,33.3702,0.0,90.8,22.75,11.1667,14.0,0.767,1.0
2022-09-19,259.9,168.94,1.78,False,2.1385,2.1659,6.9282,6.6306,2.0424,0.3295,0.193,0.0753,0.8479,0.2808,58.7337,35.2501,9.08,161.6898,50.5027,2.8901,2.306,0.0,7.6125,2.7563,67.0497,19.2962,15.2091,92.4658,71.9164,47.5988,23.4805,2.0532,85.161,50.6688,25.9265,2.7905,20.0,29.0,27.0,31.8231,6.3421,20.6562,44.0312,31.8906,1.7743,0.6009,0.8,2.7,1.9,65.2721,20.0275,13.5,92.1,70.45,11.3333,9.0,0.3087,2.0
2022-09-20,504.1,327.67,3.45,False,4.4995,4.4491,6.9787,6.689,4.1289,0.5781,0.2438,0.1639,1.0,0.4906,81.2829,51.1547,10.9032,229.2807,68.9484,5.453,3.9905,0.0,13.3875,5.6375,42.1867,24.3786,0.0,83.6066,50.9351,22.7931,18.8507,0.0,69.3934,24.4488,26.1241,1.998,21.0,28.0,27.0,38.4402,10.2591,21.3438,58.4688,39.0938,2.0,0.7869,0.9,3.2,1.9,40.2803,23.9889,0.0,83.0,48.0,11.4167,13.0,0.6448,1.0
2022-09-21,575.2,373.88,3.94,False,5.6036,5.4816,6.8603,6.6043,5.1318,0.8616,0.1936,0.311,1.0,0.9945,98.6646,47.7577,19.9915,208.1771,73.5445,6.6126,3.5652,0.0,13.4,6.85,13.8365,19.3599,0.0,68.905,0.5464,5.286,9.8237,0.0,46.1663,0.0027,26.223,2.4526,19.0,29.0,27.0,41.3406,9.3021,19.4375,58.5,42.125,1.4381,0.4703,0.5,2.4,1.5,12.8806,18.2421,0.0,67.0,0.5,11.5833,28.0,0.8168,1.0
2022-09-22,202.7,131.75,1.39,False,1.8381,1.8436,6.7851,6.5433,1.7348,0.2757,0.2666,0.0276,1.0,0.1484,73.3764,81.2182,1.1382,261.1483,30.4607,1.8915,2.8704,0.0,10.2375,0.4438,72.4298,26.6649,0.0,97.235,85.163,58.9049,33.1681,0.0,94.318,71.8358,23.9167,1.6717,20.0,26.0,24.0,29.1385,7.6506,20.375,50.5938,26.1094,2.8023,0.6493,1.1,3.7,2.9,71.3379,27.3497,0.0,97.0,84.35,11.0,13.0,0.2709,2.0
2022-09-23,574.3,373.3,3.93,False,4.1377,4.1533,7.2157,6.9438,3.8815,0.4889,0.2115,0.0816,0.9132,0.5821,52.5915,32.5496,6.0678,154.8163,47.8457,3.9295,3.3023,0.0,9.775,4.25,51.107,21.1472,8.6792,91.8367,41.7908,29.6319,23.7588,0.6943,83.9388,16.0919,22.6471,1.9646,19.0,25.0,23.0,34.0561,9.2721,19.4375,49.4375,35.625,1.461,0.5988,0.3,2.4,1.3,49.0059,21.8632,8.0,91.4,38.5,11.3333,12.0,0.5734,2.0
2022-09-24,545.1,354.31,3.73,False,4.5988,4.5549,7.0774,6.8398,4.2535,0.6054,0.2563,0.1129,1.0,0.5405,76.1206,35.2218,15.5415,157.6462,73.6706,5.206,3.512,0.0,11.6375,5.775,39.4617,25.6278,0.0,88.7139,45.9514,21.3449,19.4765,0.0,78.2457,20.0604,24.8296,3.4825,19.0,29.0,26.0,37.6042,9.458,19.5625,54.0938,39.4375,2.2993,0.2806,1.7,2.8,2.3,37.8681,25.1831,0.0,88.2,43.8,11.25,14.0,0.6498,1.0
2022-09-25,582.7,378.75,3.99,False,5.0095,4.9627,7.3227,7.0774,4.6474,0.6511,0.2245,0.2105,1.0,0.6169,60.793,29.8199,12.8142,130.5855,54.1533,5.3038,3.3024,0.0,11.45,5.8625,34.8913,22.4531,0.0,78.9474,38.3147,16.4932,15.2339,0.0,61.9737,13.625,24.4203,2.0175,20.0,27.0,25.0,38.0331,8.6553,20.75,53.625,39.6562,4.8899,0.8895,3.3,6.1,5.1,33.2746,21.926,0.0,78.5,35.55,11.5,1.0,0.6841,3.0
2022-09-26,716.8,465.92,4.91,False,7.0406,6.8382,7.6142,7.3616,6.2938,0.9087,0.1454,0.342,1.0,1.0,72.7545,32.0399,17.4304,146.2428,69.1973,8.0483,4.6885,0.0,14.775,9.1375,9.1296,14.5353,0.0,65.8031,0.0,2.7769,6.1803,0.0,42.3114,0.0,26.227,3.034,19.0,30.0,27.0,44.9519,12.0382,19.5312,61.9375,47.8438,4.2979,0.9196,2.3,5.6,4.1,8.7142,13.7825,0.0,64.3,0.0,11.75,22.0,0.9247,0.0
2022-09-27,548.6,356.59,3.76,False,5.6054,5.5206,7.6996,7.4631,5.0606,0.6932,0.2654,0.0973,1.0,0.755,68.1931,32.4192,7.2921,161.6542,64.4936,6.8805,4.3587,0.0,14.3625,6.2875,30.6804,26.5441,0.0,90.2703,24.5024,15.9717,21.1526,0.0,81.3335,5.6356,27.2394,3.0152,20.0,30.0,28.0,42.0425,11.1711,20.5938,60.9062,40.7188,1.6676,0.5967,0.3,2.5,1.8,29.8782,25.8933,0.0,90.1,23.0,11.8333,5.0,0.728,1.0
2022-09-28,656.7,426.86,4.5,False,6.767,6.6228,7.6096,7.3981,6.034,0.8637,0.1609,0.3496,1.0,0.9474,81.5356,36.1456,24.6028,192.884,74.6573,8.5762,4.4451,0.0,14.625,9.6875,13.6323,16.091,0.0,65.0386,5.257,4.283,7.3115,0.0,41.4296,0.2618,27.9928,3.6841,19.0,31.0,30.0,46.2491,11.5122,19.75,61.5625,49.2188,1.8698,0.7827,0.1,2.8,2.1,13.1237,15.6363,0.0,63.7,5.0,11.5833,20.0,0.8893,1.0
2022-09-29,664.8,432.12,4.55,False,6.5282,6.4108,7.4691,7.2838,5.8307,0.8244,0.2013,0.319,1.0,0.9045,73.6494,33.3553,9.5104,136.6556,76.9959,8.156,4.6058,0.0,15.0875,9.025,17.5626,20.1278,0.0,68.1034,9.5476,6.9442,11.1655,0.0,46.3103,0.8511,27.442,3.5206,20.0,31.0,29.0,45.1816,11.9098,20.5625,62.7188,47.5625,2.179,0.8911,1.1,3.8,1.95,17.0464,19.8023,0.0,68.0,8.95,11.5,15.0,0.874,1.0
2022-09-30,791.6,514.54,5.42,False,6.8013,6.6678,7.6053,7.4291,6.0494,0.8513,0.2176,0.0615,1.0,1.0,79.4147,45.2378,17.9012,200.6066,72.1424,8.1975,4.8155,0.0,15.275,9.1062,14.8705,21.7614,0.0,93.8547,0.0,6.8155,13.9261,0.0,87.9419,0.0,27.3662,3.6075,20.0,31.0,29.0,45.3272,12.3446,20.4062,63.1875,47.7656,3.6845,0.9115,1.9,5.0,3.6,14.6732,21.4724,0.0,93.7,0.0,11.8333,25.0,0.8943,1.0
2022-10-01,766.0,497.9,5.25,False,6.8269,6.7042,7.4781,7.3281,6.1169,0.8463,0.2258,0.1667,1.0,0.958,76.1248,51.4563,11.2398,229.3395,67.6105,7.8085,4.7134,0.0,14.2875,8.25,15.3674,22.5758,0.0,83.3333,4.1992,7.4005,15.1608,0.0,69.5,0.168,25.6763,4.0149,19.0,31.0,27.0,44.0942,12.5455,19.375,60.7188,45.625,3.0036,1.3194,0.7,5.2,2.8,15.2914,22.5717,0.0,83.4,4.0,11.5833,17.0,0.9129,1.0
